Firm_ID,Canonical_Firm,AKA_1,AKA_2,AKA_3,Variants_Merged,N_MDLs,N_Mentions,MDLs
F0488,"Shook Hardy & Bacon, L.L.P.","Shook, Hardy & Bacon LLP",Shook Hardy & Bacon LLP,SHOOK HARDY & BACON LLP,1,11,26,"1708, 1733, 1785, 1909, 2187, 2326, 2740, 2873, 2875, 2924, 3074"
F0489,"HIGER, LICHTER & GIVNER LLP","HIGER LICHTER & GIVNER, LLP",,,1,1,3,2036
F0490,"WILLIAM C. HEARON, P.A.",,,,1,1,1,2036
F0491,"GILMAN AND PASTOR, LLP",,,,1,1,2,2036
F0492,Caddell & Chapman,CADDELL CHAPMAN,,,1,2,3,"2036, 2223"
F0493,Kirkendall Dwyer LLP,,,,1,1,3,2740
F0494,"Lemmon Law Firm, LLC",The Lemmon Law Firm,,,1,3,5,"1658, 2514, 2740"
F0495,"Pendley, Baudin & Coffin, LLP","Pendley, Baudin & Coffin, L.L.P.","Pendley, Baudin & Coffin","Pendley, Baudin &Coffin, L.L.P.",1,19,25,"1736, 1958, 2000, 2067, 2223, 2247, 2342, 2441, 2458, 2495, 2502, 2606, 2666, 2740, 2776, 2848, 2875, 3014, 3036"
F0496,Atkins & Markoff Law Firm,,,,1,1,3,2740
F0497,Irwin Fritchie Urquhart & Moore LLC,"Irwin, Fritchie, Urquhart & Moore, LLC","Irwin Fritchie Urquhart & Moore, LLC",,1,3,6,"1943, 2740, 3023"
F0498,"The Lambert Firm, PLC",,,,1,1,3,2740
F0499,Meshbesher & Spence,"Meshbesher & Spence, Ltd.",Meshbesher & Spence LTD,Meshbesher & Spence Ltd.,1,9,14,"2441, 2666, 2740, 2768, 2775, 2859, 2875, 2885, 3014"
F0500,Napoli Shkolnik PLLC,Napoli Shkolnik,"Napoli Shkolnik, PLLC",NAPOLI SHKOLNIK PLLC,1,15,28,"2691, 2734, 2738, 2740, 2750, 2754, 2775, 2789, 2804, 2846, 2859, 2873, 2885, 2973, 3121"
F0501,"Bachus & Schanker, LLC",Bachus and Schanker,,,1,2,6,"2666, 2740"
F0502,"Martzell, Bickford & Centola","Martzell, Bickford, & Centola","Martzell, Bickford & Centola, APC",,1,3,5,"2740, 2754, 2996"
F0503,"David F. Miceli, LLC",,,,1,1,4,2740
F0504,"Goza & Honnold, LLC",Goza Honnold,,,1,3,5,"2789, 2885, 3094"
F0505,"Gori Julian & Associates, P.C.",Gori Julian & Associates,"Gori, Julian & Associates, P.C.",,1,5,9,"2753, 2754, 2767, 2775, 2885"
F0506,"Taylor Martino, P.C.",,,,1,2,2,"2606, 2885"
F0507,Watts Guerra LLP,WATTS GUERRA LLP,"Watts, Guerra LLP",Watts Guerra LLC,1,9,15,"2452, 2591, 2782, 2875, 2885, 2924, 3004, 3043, 3084"
F0508,"Kennedy Hodges, LLP",Kennedy Hodges,,,1,3,4,"2666, 2775, 2885"
F0509,"Bertram & Graf, LLC",,,,1,1,1,2885
F0510,"Beggs & Lane, RLLP",,,,1,1,4,2885
F0511,Burnett Law Firm,,,,1,8,22,"2004, 2187, 2326, 2327, 2387, 2440, 2511, 2885"
F0512,"Pulaski Kherkher, PLLC","PULASKI KHERKHER, PLLC",Pulaski Kherkher PLLC,,1,5,9,"2885, 2924, 2973, 3004, 3084"
F0513,"Wilson Law, P.A.",,,,1,1,4,2885
F0514,Mostyn Law Firm,Mostyn Law,,,1,2,5,"2387, 2885"
F0515,Ciresi Conlin LLP,"Ciresi Conlin, LLP",Ciresi Conlin,,1,6,16,"2666, 2885, 3081, 3089, 3108, 3140"
F0516,Keller Lenkner LLC,"Keller Lenkner, LLC",,,1,3,8,"2809, 2885, 3015"
F0517,Kirtland & Packard LLP,"Kirtland & Packard, LLP",KIRTLAND & PACKARD LLP,"Kirtland and Packard, LLP",1,8,18,"1822, 2188, 2199, 2317, 2666, 2734, 2875, 2885"
F0518,"Laminack, Pirtle & Martines, L.L.P.","Laminack, Pirtle & Martines","Laminack, Pirtle & Martines, LLP",Laminack Pirtle & Martines,1,6,16,"2004, 2789, 2885, 3081, 3092, 3140"
F0519,"Douglas & London, P.C.",Douglas & London,Douglas and London,"Douglas & London, PC",1,24,41,"1742, 1842, 1953, 2023, 2051, 2068, 2100, 2197, 2272, 2299, 2342, 2433, 2545, 2750, 2754, 2789, 2846, 2848, 2873, 2885, 2973, 3080, 3089, 3140"
F0520,Parfinczuk Wolf Law Firm,,,,1,1,3,2885
F0521,Messner Reeves LLP,,,,1,1,5,2885
F0522,Watts Law Firm LLP,Watts LLP,WATTS LLP,,1,3,7,"2885, 3026, 3092"
F0523,Bailey Cowan Heckaman PLLC,Bailey Cowan Heckaman,,,1,2,8,"2885, 3087"
F0524,The Carlson Law Firm,,,,1,2,4,"2885, 2973"
F0525,Douglass & London,,,,1,1,2,2885
F0526,Lieff Cabraser,,,,1,3,3,"2590, 2885, 3140"
F0527,Davis Wright Tremaine LLP,,,,1,1,4,2587
F0528,McGinnis Lochridge & Kilgore LLP,"McGinnis, Lochridge & Kilgore LLP",,,1,2,5,"1742, 2587"
F0529,"Pringle & Herigstad, P.C.",,,,1,1,2,2587
F0530,Cooley LLP,"Cooley, LLP",,,1,2,9,"2153, 2587"
F0531,Kutak Rock LLP,,,,1,1,4,2587
F0532,"Blooston, Mordkofsky, Dickens, Duffy & Prendergast LLP",,,,1,1,2,2587
F0533,"Gray, Plant, Mooty, Mooty & Bennett P.A.","Gray, Plant, Mooty, Mooty& Bennett, P.A.","Gray, Plant, Mooty, Mooty & Bennett, PA",,1,2,7,"1957, 2587"
F0534,Parr Richey Obremskey Frandsen & Patterson LLP,,,,1,1,4,2587
F0535,Woods & Aitken LLP,,,,1,1,2,2587
F0536,"Miller, Canfield, Paddock and Stone, P.L.C.",,,,1,1,2,2587
F0537,"The Hollis Law Firm, P.A.","Hollis Law Firm, P.A.",Hollis Law Firm,,1,3,4,"2753, 2846, 2875"
F0538,Holman Schiavone LLC,"Holman Schiavone, LLC",,,1,3,4,"2753, 3081, 3125"
F0539,Upton & Hatfield LLP,,,,1,1,1,2753
F0540,VB Attorneys,,,,1,1,1,2848
F0541,Johnson Firm,Johnson Law Group,JOHNSON FIRM,,1,2,5,"2848, 2936"
F0542,Elizabeth,,,,1,1,1,2848
F0543,"Marc J. Bern & Partners, LLP",,,,1,1,1,2848
F0544,"Sadaka Associates, LLC","Law Offices of Sadaka Associates, LLC",,,1,2,2,"2848, 3036"
F0545,"Kennerly Loutey, LLC",Kennerly & Loutey,Kennerly Loutey LLC,KENNERLY LOUTEY,1,3,4,"2767, 2809, 2848"
F0546,"McNichol, Byrne & Matlawski",,,,1,1,1,2848
F0547,"Roda Nast, P.C.",Roda Nast,"RODA & NAST, P.C.",RODA & NAST PC,1,4,7,"1431, 1730, 1871, 1905"
F0548,"DOUGHERTY, HILDRE, DUDEK & HAKLAR",,,,1,1,1,1431
F0549,"GAUTHIER, DOWNING, LABARRE, BEISER & DEAN",,,,1,1,1,1431
F0550,"KENNETH B. MOLL & ASSOCIATES, LTD.",,,,1,1,1,1431
F0551,"GALLAGHER, LEWIS, DOWNEY & KIM",,,,1,1,1,1431
F0552,"CAULEY GELLER BOWMAN & COATES, LLP",,,,1,1,1,1431
F0553,"WAITE, SCHNEIDER, BAYLESS & CHESLEY CO., LPA",,,,1,1,1,1431
F0554,Branch Law Firm,BRANCH,,,1,7,11,"1431, 1657, 1871, 2197, 2502, 2570, 2641"
F0555,Singleton Law Firm,SINGLETON LAW FIRM,The Singleton Law Firm,,1,3,5,"1431, 1657, 2299"
F0556,DUMAS & ASSOCIATES,,,,1,1,1,1431
F0557,The Bellows Law Group,,,,1,1,1,2590
F0558,"Audet & Partners, LLP",Audet & Partners LLP,Audet & Partners,,1,15,21,"1817, 1850, 1953, 1958, 2000, 2098, 2238, 2247, 2264, 2270, 2359, 2590, 2602, 2705, 3014"
F0559,"Kershaw, Cutter & Ratinoff","Kershaw, Cutter & Ratinoff LLP","Kershaw, Cutter & Ratinoff, LLP",,1,6,11,"1708, 1905, 1968, 2244, 2441, 2666"
F0560,"Hare, Wynn, Newell & Newton",Hare Wynn Newell & Newton L.L.P.,"Hare, Wynn, Newell and Newton, LLP",,1,3,5,"2391, 2441, 2591"
F0561,"Pearson, Randall & Schumacher, PA","Pearson, Randall, & Schumacher, PA","Pearson, Randall, and Schumacher, PA",,1,4,4,"2226, 2441, 2606, 2873"
F0562,Bowersox Law Firm,Bowersox Law Firm P.C.,Bowersox Law Office,,1,3,4,"2441, 2666, 2775"
F0563,Segwick LLP,,,,1,1,2,2441
F0564,"McGartland & Borchardt, LLP",,,,1,1,1,2441
F0565,"Childers, Schlueter & Smith, LLC","CHILDERS, SCHLUETER & SMITH, LLC","Childers, Schlueter & Smith L.L.C.",,1,8,10,"2441, 2666, 2734, 2768, 2782, 3079, 3092, 3115"
F0566,"Leonard, Street and Deinard, PA",,,,1,1,1,2441
F0567,Keller Rohrback L.L.P.,Keller Rohrback LLP,Keller Rohrback,"Keller Rohrback, L.L.P.",1,27,43,"623, 1658, 1725, 1735, 1919, 1933, 1963, 2290, 2672, 2705, 2737, 2777, 2804, 2827, 2843, 2905, 2938, 2972, 3019, 3052, 3073, 3080, 3089, 3098, 3107, 3144, 3148"
F0568,"Heygood, Orr, Pearson",,,,1,1,2,2672
F0569,Pitre Simon and McCarthy,,,,1,1,1,2543
F0570,The Cooper Firm,,,,1,1,1,2543
F0571,"Otterbourg, Steindler, Houston & Rosen",,,,1,1,1,2543
F0572,"Stull, Stull & Brody",Stull Stull & Brody,"Stull, Stull, & Brody",,1,12,19,"422, 1658, 1725, 1889, 2003, 2583, 2796, 2827, 2828, 2887, 2903, 2972"
F0573,Levi & Korsinsky LLP,"Levi & Korsinsky, LLP",,,1,7,8,"2705, 2827, 2828, 2887, 2905, 2938, 3025"
F0574,Linkhorst & Hockin P.A.,,,,1,1,1,2047
F0575,"Mrachek, Fitzgerald, Rose, Konopka & Dow, P.A.",,,,1,1,1,2047
F0576,"Rhine Law Firm, P.C.,",Rhine Law Firm PC,"Rhine Law Firm, P.C.",,1,3,3,"1958, 2047, 2606"
F0577,"Riker, Danzig, Scherer, Hyland & Perretti, LLP",,,,1,1,1,2779
F0578,"Bathgate Wegener & Wolf, P.C.",,,,1,1,1,2779
F0579,"Thomas & Libowitz, P.A.",,,,1,1,1,2879
F0580,Murray Law Firm,MURRAY LAW FIRM,the Murray Law Firm,,1,12,18,"1657, 1789, 2067, 2068, 2299, 2452, 2583, 2657, 2668, 2800, 2879, 3108"
F0581,Baker & Hostetler LLP,Baker Hostetler LLP,,,1,3,8,"2879, 3071, 3090"
F0582,Gainey McKenna & Egleston,,,,1,1,1,2879
F0583,Kramon & Graham PA,,,,1,2,3,"1982, 2879"
F0584,"The Finley Firm, P.C.","Finley Firm, P.C.","THE FINLEY FIRM, P.C.",,1,5,5,"2583, 2800, 2879, 3056, 3074"
F0585,"The Brown Law Firm, P.C.","Brown & Associates, L.L.C.",,,1,2,2,"2138, 2879"
F0586,"Joseph Greenwald & Laake, P.A.",,,,1,1,2,2879
F0587,Seeger Salvas LLP,SEEGER o SALVAS LLP,Seeger Salvas,"SEEGER SALVAS, LLP",1,2,9,"2197, 2244"
F0588,The Simmons Firm,,,,1,2,7,"2226, 2244"
F0589,"Franklin D. Azar & Associates, P.C.",,,,1,1,5,2244
F0590,The Cochran Law Firm,The Cochran Firm,Cochran Law Firm,,1,6,16,"1854, 2197, 2244, 2846, 2875, 3094"
F0591,Romano Law Group,,,,1,3,7,"2244, 2331, 3026"
F0592,Heaviside Reed Zaic,HEAVISIDE REED ZAIC,,,1,5,28,"2244, 2452, 2502, 2570, 2641"
F0593,Writer Square,,,,1,1,3,2244
F0594,"Bradshaw, Fowler, Proctor & Fairgrave, PC",,,,1,1,5,2244
F0595,Weitz Luxenburg,,,,1,1,12,2244
F0596,"Mazie Slater Katz & Freeman, LLC","Mazie, Slater, Katz & Freeman",,,1,2,4,"2606, 2875"
F0597,Irpino Law Firm,,,,1,2,2,"1789, 2606"
F0598,Williams Cuker Berezofsky,WILLIAMS CUKER BEREZOFSKY,Williams Cuker & Berezofsky,,1,4,5,"1739, 1955, 2197, 2606"
F0599,Abbott Law Group,ABBOTT LAW GROUP,,,1,2,2,"2606, 2809"
F0600,"Farr, Farr, Emerich, Hackett, Carr & Holmes, P.A.",,,,1,1,1,2606
F0601,"Rheingold, Valet and Rheingold PCI",,,,1,1,1,2606
F0602,"Spangenberg Shibley & Liber, LLP","Spangenberg Shibley and Liber, LLP","Spangenberg, Shibley& Liber, LLP","Spangenberg, Shibley & Liber",1,4,6,"1733, 1909, 2606, 2804"
F0603,"Goldenberg Law, PLLC",Goldenberg Law,,,1,5,7,"2606, 2641, 2666, 2859, 2875"
F0604,Rivero Mestre LLP,"Rivero Mestre, LLP",,,1,2,3,"2875, 3050"
F0605,"DeGaris and Rogers, LLC","DeGaris & Rogers, LLC",,,1,2,3,"2768, 2875"
F0606,"Pietragallo Gordon Alfano Bosick & Raspanti, LLP",,,,1,3,8,"2862, 2875, 3014"
F0607,Farr Law Firm,,,,1,1,1,2875
F0608,Preti Flaherty,,,,1,1,1,2875
F0609,Wayne Wright LLP,,,,1,1,1,2875
F0610,Nabers Law Firm,,,,1,1,1,2875
F0611,"Wagner Reese, LLP",,,,1,1,1,2875
F0612,Duane Morris LLP,,,,1,3,5,"2371, 2875, 2949"
F0613,Williams Kherkher,,,,1,1,1,2875
F0614,"Sawin Law Firm, Ltd.",,,,1,1,1,2875
F0615,"Bursor & Fisher, P.A.",Bursor & Fisher,Bursor & Fisher P.A.,"BURSOR & FISHER, P.A.",1,11,13,"2361, 2438, 2562, 2705, 2875, 2903, 2924, 2985, 3001, 3009, 3089"
F0616,"Greenberg Traurig, LLP",Greenberg Traurig LLP,Greenberg Traurig,,1,7,16,"2047, 2226, 2740, 2873, 2875, 2974, 3071"
F0617,Migliaccio & Rathod LLP,,,,1,4,7,"2875, 3014, 3108, 3114"
F0618,"McGuire Law, P.C.",,,,1,1,1,2875
F0619,"Lieff, Cabraser, Heinman & Berstein, LLP",,,,1,1,1,2875
F0620,Wiley Rein LLP,,,,1,1,1,2875
F0621,Duane Monis LLP,,,,1,1,1,2875
F0622,"George A Barton, P.C.","Law Offices of George A. Barton, P.C.",,,1,2,2,"1840, 2875"
F0623,"Stark & Stark, P.C.",,,,1,2,2,"2342, 2875"
F0624,"Babin Law, LLC",,,,1,3,4,"2875, 3014, 3029"
F0625,Porteous Hainkel & Johnson,,,,1,1,2,2047
F0626,Johnson Johnson Barrios & Yacoubian,,,,1,1,2,2047
F0627,Jones Walker Waechter Poitevent Carrere Denegre,,,,1,1,1,2047
F0628,"Barrasso Usdin Kupperman Freeman & Sarver, LLC","Barrasso Usdin Kupperman Freeman & Sarver, L.L.C.",,,1,2,3,"2047, 2792"
F0629,"Phelps Dunbar, LLP",,,,1,1,1,2047
F0630,"Baker Donelson Bearman Caldwell & Berkowitz, PC","Baker, Donelson, Bearman, Caldwell & Berkowitz, PC",,,1,2,2,"2047, 2557"
F0631,Lugenbuhl Wheaton Peck Rankin & Hubbard,,,,1,1,1,2047
F0632,"Goodman McGuffey Lindsey & Johnson, LLP",,,,1,1,1,2047
F0633,Maglio Christopher & Toale PA,,,,1,1,1,2391
F0634,Justinian PLLC,,,,1,1,1,2391
F0635,"Bachus & Shanker, LLC",,,,1,1,1,2391
F0636,"Boyd, Johnson & Huguernard",,,,1,1,1,2391
F0637,Law Offices of William Jordan,,,,1,1,1,2391
F0638,"HERMAN GEREL, LLP",Herman Gerel LLP,"Herman Gerel, LLP",,1,3,3,"2243, 2258, 2642"
F0639,HEARD ROBINS CLOUD LLP,,,,1,1,2,2642
F0640,"NIDEL LAW, PLLC",,,,1,1,1,2642
F0641,Sill Law Group,SILL LAW GROUP,"Sill Law Group, PLLC",the Sill Law Group,1,4,5,"2299, 2331, 2642, 2700"
F0642,"THOMAS LAW OFFICES, PLLC",,,,1,1,1,2642
F0643,White & Weddle,,,,1,1,2,2775
F0644,"Burch, George & Germany",,,,1,1,2,2775
F0645,Zarzaur Mujumdar & Debrossee,,,,1,1,1,2775
F0646,"Bekman, Marder & Adkins",,,,1,1,2,2775
F0647,Law Office of Jean Sutton Martin,,,,1,1,1,2775
F0648,Reeves & Mestayer,"Reeves & Mestayer, PLLC",,,1,2,2,"2495, 2775"
F0649,"Janet, Jenner & Suggs, LLC","JANET, JENNER & SUGGS, LLC",,,1,5,7,"2308, 2419, 2502, 2657, 2775"
F0650,Whitley Law Firm,,,,1,1,1,2775
F0651,"Jenner Law, P.C.",,,,1,1,2,2775
F0652,The Joel Bieber Firm,,,,1,1,1,2775
F0653,Lundy Lundy Soileau & South,"LUNDY, LUNDY, SOILEAU & SOUTH, LLP",,,1,2,2,"2738, 2741"
F0654,"Baum Hedlund, Aristei & Goldman, PC",Baum Hedlund Aristei & Goldman,Baum Hedlund Aristei and Goldman,"Baum, Hedlund, Aristei & Goldman, P.C.",1,6,9,"1953, 2085, 2654, 2741, 2924, 3036"
F0655,Bumett Law Firm,,,,1,1,1,2782
F0656,"Wright & Schulte, LLC",Wright & Schulte LLC,Wright & Schulte,,1,5,8,"2433, 2753, 2782, 3035, 3140"
F0657,"Sherman, Silverstein, Kohl, Rose & Podolsky, P.A.,",,,,1,1,1,2331
F0658,"Morelli Ratner, P.C.",Morelli Ratner,Morelli Ratner PC,,1,3,5,"1785, 1871, 2331"
F0659,The Dicello Law Firm,,,,1,1,1,2331
F0660,Laszlo Law,,,,1,1,1,2331
F0661,"Kaster, Lynch, Farrar & Ball","Kaster, Lynch, Farrar & Ball LLP",,,1,2,2,"2666, 2775"
F0662,Osborne & Francis,"Osborne & Francis Law Firm, PLLC","OSBORNE & FRANCIS LAW FIRM, PLLC",,1,2,6,"2859, 3035"
F0663,"Ingaldson Fitzgerald, P.C.",,,,1,1,2,2859
F0664,Fitzgerald Law Group,,,,1,1,1,2859
F0665,"MACDONALD, ROTHWEILER, EISENBERG, LLP",,,,1,1,1,2545
F0666,"MORELLI, ALTERS, RATNER LLP","Morelli, Alters, Ratner, P.C.",,,1,2,2,"2415, 2545"
F0667,THE LAW OFFICE OF DERRIEL MCCORVEY,Law Office of Derriel C. McCorvey,,,1,2,2,"2391, 2545"
F0668,"DOMENGEAUX, WRIGHT, ROY & EDWARDS, L.L.C.",,,,1,1,1,2545
F0669,"FOOTE, MIELKE, CHAVEZ & O'NEIL LLC",,,,1,1,1,2545
F0670,"ROSS FELLER CASEY, LLP",,,,1,1,1,2545
F0671,"Zoll, Kranz & Borgess","ZOLL, KRANZ & BORGESS LLC",Zoll Kranz & Borgess,,1,4,10,"1953, 2197, 2391, 2545"
F0672,MYRON M. CHERRY & ASSOCIATES,,,,1,1,1,2545
F0673,"Schachter, Hendy & Johnson, PSC","SCHACHTER, HENDY & JOHNSON PSC",,,1,2,6,"2308, 2545"
F0674,Burg Simpson Eldredge Hersh & Jardine,"Burg Simpson Eldredge Hersh & Jardine, P.C.","Burg, Simpson, Eldredge, Hersh & Jardine","BURG SIMPSON ELDREDGE HERSH & JARDINE, P.C",1,9,14,"1657, 1742, 1909, 1953, 2100, 2545, 2754, 2789, 2973"
F0675,"Pogust Braslow & Millrood, LLC","Pogust, Braslow and Millrood","POGUST, BRASLOW & MILLROOD, LLC",Pogust Braslow & Millrood LLC,1,6,8,"1736, 1909, 2272, 2506, 2545, 2657"
F0676,"McGuire Woods LLP,",,,,1,1,1,2743
F0677,McGuireWoods LLP,MCGUIREWOODS LLP,,,1,6,14,"1845, 1960, 2196, 2627, 2743, 3111"
F0678,"Miller Weisbrod, LLP",,,,1,1,1,2754
F0679,"Kennedy & Madonna, LLP",Kennedy Madonna LLP,,,1,3,7,"2433, 2754, 2873"
F0680,"Salim-Beasley, LLC","Salim-Beasley, L.L.C.",,,1,3,4,"2387, 2418, 2754"
F0681,Bruno & Bruno,,,,1,1,1,2754
F0682,Reich & Bin stock,,,,1,1,1,2754
F0683,Pennock Law Firm,,,,1,2,2,"2754, 2789"
F0684,Lear Werts LLP,LEAR WERTS LLP,,,1,3,4,"2827, 2924, 3009"
F0685,"Barnow and Associates, P.C.",Barnow & Associates,"Barnow & Associates, P.C.",,1,14,18,"1704, 1838, 1940, 1998, 2046, 2068, 2173, 2258, 2357, 2474, 2586, 2705, 2827, 3056"
F0686,"Jenkins, Mulligan, & Gabriel",,,,1,1,1,2827
F0687,Derek G. Howard Law Firm,,,,1,1,2,2827
F0688,Sulaiman Law Group Ltd.,,,,1,1,1,2827
F0689,"The Barnes Law Group, LLC","Barnes Law Group, LLC",Barnes & Associates,,1,5,11,"2314, 2583, 2800, 2827, 3115"
F0690,Eggnatz Pascucci PA,,,,1,1,1,2827
F0691,Keller Rohrbach LLP,,,,1,1,1,2827
F0692,Haeggquist & Eck LP,,,,1,1,2,2827
F0693,Johnston Pratt PLLC,,,,1,1,1,2827
F0694,Grant & Eisenhoffer P.A.,,,,1,1,1,2827
F0695,"Johnson Fistell, LLP",,,,1,1,1,2827
F0696,Strauss Troy,Strauss & Troy,,,1,2,2,"2003, 2827"
F0697,Scott Cole & Associates,,,,1,1,1,2827
F0698,Podhurst Orsek P.A.,,,,1,1,1,2827
F0699,"Blood Hurst & O’Reardon, LLP",Blood Hurst & O’Reardon LLP,"Blood, Hurst & O'Reardon, LLP","Blood, Hurst & O’Reardon, LLP",1,7,16,"2087, 2258, 2308, 2357, 2705, 2738, 2827"
F0700,Finkelstein Blankenship,,,,1,1,1,2827
F0701,Steyer Lowenthal Boodrookas Alvarez & Smith LLP,"Steyer Lowenthal Boodrookas Alvarez &
Smith LLP",,,1,2,3,"2186, 2796"
F0702,Pritzker Levine LLP,Pritzker Levine,"Pritzker Levine, LLP",,1,5,10,"2624, 2796, 2873, 2905, 3148"
F0703,Zelle LLP,,,,1,3,7,"2796, 2918, 3107"
F0704,Bleichmar Fonti & Auld LLP,"Bleichmar, Fonti & Auld LLP",Bleichmar Fonti & Auld.,"Bleichmar Fonti & Auld, LLP",1,4,7,"2777, 2796, 2843, 2905"
F0705,Hart McLaughlin & Eldridge,,,,1,1,1,2796
F0706,"John Arthur Eaves, Attorneys at Law",,,,1,1,1,2557
F0707,Kresch Oliver,,,,1,1,2,2272
F0708,"Wilentz, Goldman aurd Spitzer",,,,1,1,2,2272
F0709,Fleming & Associates,"Fleming & Associates, LLP","Fleming & Associates, L.L.P.",,1,2,4,"1928, 2272"
F0710,"BOSSIER & ASSOCIATES, PLLC",Bossier and Associates,"Bossier & Associates, PLLC",,1,3,7,"1657, 2272, 3029"
F0711,Nelson Mullins Riley & Scarborough LLP,Nelson Mullins Riley & Scarborough,"Nelson Mullins Riley & Scarborough, LLP",,1,6,18,"1785, 2187, 2502, 2514, 2873, 3036"
F0712,"Solomon Law Group, LLC",,,,1,1,5,2873
F0713,"Cossich, Sumich, Parsiola & Taylor LLC",,,,1,1,5,2873
F0714,"Sive, Paget & Riesel P.C.","Sive, Paget & Riesel, P.C.","Sive Paget & Riesel, P.C.",,1,1,10,2873
F0715,"Law Offices of Environmental Litigation Group, P.C.",Environmental Litigation Group PC,,,1,2,6,"2873, 3080"
F0716,Duffy & Young LLC,"Duffy & Young, LLC",,,1,2,8,"2873, 2972"
F0717,"United States Department of Justice

Civil Division, Environmental Torts Branch","United States Department of Justice, Civil Division, Environmental Torts Branch",,,1,1,15,2873
F0718,Plevin & Gallucci,,,,1,1,5,2873
F0719,Fears Nachawati Law Firm,"Fears | Nachawati, PLLC",,,1,3,12,"2570, 2641, 2873"
F0720,The Ferraro Law Firm,"The Ferraro Law Firm, P.A.",,,1,3,7,"2873, 2989, 3080"
F0721,"The Hannon Law Firm, LLC",,,,1,1,3,2873
F0722,"Mitchell, Williams, Selig, Gates & Woodyard, P.L.L.C.",,,,1,1,3,2873
F0723,"Sher Edling, LLP",,,,1,1,5,2873
F0724,"Stag Liuzza, LLC",Stag Liuzza,,,1,2,5,"2873, 3140"
F0725,"The Hood Law Firm, LLC",The Hood Law Firm,,,1,2,6,"2767, 2873"
F0726,SL Environmental Law Group,,,,1,1,6,2873
F0727,Taft Stettinius & Hollister LLP,Taft Stettinius & Hollister L.L.P.,"Taft, Stettinius & Hollister LLP",,1,4,11,"1733, 2433, 2846, 2873"
F0728,Frazer PLC,FRAZER PLC,,,1,2,8,"2873, 3092"
F0729,Kelley Drye & Warren LLP,,,,1,1,5,2873
F0730,Bell Legal Group,,,,1,1,4,2873
F0731,"Saltz Mongeluzzi & Bendesky, P.C.",,,,1,1,3,2873
F0732,Wilkinson Stekloff LLP,,,,1,2,3,"2873, 3110"
F0733,Fegan Scott LLC,FEGAN SCOTT LLC,"Fegan Scott, LLC",,1,6,12,"2873, 2924, 2948, 3052, 3089, 3110"
F0734,Day Pitney LLP,,,,1,1,1,2873
F0735,"Singleton Schreiber, LLP",Singleton Schreiber,,,1,3,3,"2873, 3043, 3140"
F0736,PCW Law,,,,1,1,1,2873
F0737,Williams Mullen,,,,1,1,1,2873
F0738,Leake & Andersson,,,,1,1,2,2047
F0739,"Hailey McNamara Hall Larmann & Papale, L.L.P.",,,,1,1,1,2047
F0740,McKenna Long & Aldridge LLP,,,,1,1,2,2047
F0741,Wilson Elser Moskowitz Edelman & Dicker LLP,,,,1,1,2,2047
F0742,"Thompson Coe Cousins & Irons, LLP",,,,1,1,1,2047
F0743,"Gillen, Withers & Lake, LLC",,,,1,2,2,"2583, 2800"
F0744,Evangelista Worley LLC,,,,1,1,2,2800
F0745,"The Doss Firm, LLC",,,,1,1,1,2800
F0746,"Carney Bates & Pulliam, PLLC",,,,1,2,2,"2583, 2800"
F0747,Griffin & Strong P.C.,,,,1,1,1,2800
F0748,"Murphy, Falcon & Murphy",Murphy Falcon Murphy,,,1,2,2,"2314, 2800"
F0749,Hanley Conroy,,,,1,1,1,2197
F0750,Bohrer Law Firm,,,,1,1,1,2197
F0751,"Simpson, Eldredge, Hersh & Jardine",,,,1,1,1,2197
F0752,Simmons Browder,,,,1,1,1,2197
F0753,Lief Cabraser,,,,1,2,2,"1938, 2197"
F0754,"Moore, Hill & Westmoreland, P.A.",,,,1,2,2,"2734, 2885"
F0755,"GoldenbergLaw, PLLC","GOLDENBERGLAW, PLLC",,,1,4,5,"2734, 2776, 2924, 3004"
F0756,Paul McInnes LLP,,,,1,2,2,"2591, 2740"
F0757,Nagel Rice LLP,,,,1,1,1,2740
F0758,Reich & Binstock,"Reich & Binstock, LLP",Reich and Binstock LLP,,1,5,7,"1842, 1943, 1968, 2000, 2740"
F0759,"Niemeyer, Grebel & Kruse, LLC",,,,1,1,1,2740
F0760,Law Offices of Dana B. Taschner,,,,1,1,1,2244
F0761,Restaino Siler,"Restaino Siler, LLC",,,1,2,5,"2244, 2502"
F0762,The Nations Law Firm,Nations Law Firm,,,1,4,11,"2570, 2641, 2846, 3081"
F0763,"Morris Bart, LLC","MORRIS BART, LLC",,,1,2,3,"2738, 2846"
F0764,Krause & Kinsman Law Firm,Krause & Kinsman,"KRAUSE AND KINSMAN, LLC",,1,3,5,"2846, 2924, 2936"
F0765,Denton Law Firm,,,,1,1,2,2846
F0766,"Brenes Law Group, P.C.",Brenes Law Group,,,1,2,3,"2641, 2846"
F0767,"Leger Ketchum & Cohoon, PLLC",,,,1,2,4,"2846, 3081"
F0768,"Brenner, Saltzman & Wallman, LLP",,,,1,1,4,2516
F0769,Roche Pia LLC,,,,1,1,4,2516
F0770,Aitken Aitken Cohn,,,,1,1,1,2693
F0771,"Osborne & Associates Law Firm, PA","Osborne & Associates Law Firm, P.A.","Osborne & Associates Law Firm P.A.,",,1,3,4,"2641, 2768, 2859"
F0772,Morrison Mahoney LLP,,,,1,1,1,2545
F0773,Janet,,,,1,1,1,2545
