Firm_ID,Canonical_Firm,AKA_1,AKA_2,AKA_3,Variants_Merged,N_MDLs,N_Mentions,MDLs
F0740,"Smith, Bundy, Bybee & Barnett, PC","SMITH, BUNDY, BYBEE & BARNETT, P.C.","Smith Bundy, Bybee & Barnett P.C.",,1,1,4,2333
F0741,Carney Williams,,,,1,2,2,"2334, 2373"
F0742,McTigue Law LLP,,,,1,1,1,2335
F0743,The Lucey Law Firm,,,,1,1,1,2333
F0744,Oliver Law Group PC,Oliver Law Group P.C.,"Oliver Law Group, P.C.",,1,4,5,"2333, 2481, 3014, 3087"
F0745,"Childress Duffy, Ltd.",,,,1,2,2,"2333, 2688"
F0746,NastLaw LLC,"NastLaw, LLC",,,1,3,5,"2342, 3031, 3080"
F0747,"Stark & Stark, P.C.",,,,1,1,1,2342
F0748,"Finkelstein, Blankinship, Frei-Pearson & Garber, LLP",,,,1,1,5,2357
F0749,"The O’Mara Law Firm, P.C.",,,,1,1,2,2357
F0750,THORNTON & NAUMES LLP,,,,1,1,1,2335
F0751,HACH ROSE SCHIRRIPA & CHEVERIE LLP,Hach Rose Schirripa & Cheverie LLP,,,1,2,2,"2335, 2989"
F0752,MURRAY MURPHY MOUL + BASIL LLP,,,,1,1,1,2335
F0753,ROBBINS UMEDA LLP,,,,1,1,1,2335
F0754,"Finger & Slanina, L.L.C.",,,,1,1,1,2358
F0755,"Stewarts Law U.S., L.L.C.",,,,1,1,1,2358
F0756,"Simmons Browder Gianaris Angelides and Barnerd, LLC","Simmons, Browder Gianaris Angelides & Barnerd, LLC","Simmons, Browder, Gianaris, Angelides & Barnerd, LLC",,1,3,3,"2342, 2502, 2519"
F0757,Tracey Law Firm,,,,1,1,1,2342
F0758,Reilly Pozner LLP,,,,1,2,2,"2342, 2458"
F0759,LAW OFFICES OF GORDON BALL,The Law Offices of Gordon Ball,Gordon Ball PLLC,,1,2,3,"2343, 2508"
F0760,Block and Leviton,Block & Leviton LLP,,,1,1,2,2384
F0761,McDermott Will & Emery LLP,,,,1,1,1,2359
F0762,Nelson Bumgardner Casto P.C.,,,,1,1,1,2371
F0763,"InnovaLaw, P.C.",,,,1,1,1,2371
F0764,Duane Morris LLP,,,,1,2,3,"2371, 2949"
F0765,STRANGE & BUTLER LLP,Strange & Butler LLP,,,1,1,2,2358
F0766,Reese Richman LLP,,,,1,1,1,2361
F0767,"Bursor & Fisher, P.A.",Bursor & Fisher,Bursor & Fisher P.A.,"BURSOR & FISHER, P.A.",1,9,11,"2361, 2438, 2562, 2903, 2924, 2985, 3001, 3009, 3089"
F0768,Davis & Norris,Davis & Norris LLP,,,1,3,4,"2361, 2985, 3001"
F0769,Campbell Law,,,,1,1,1,2359
F0770,Tycko & Zavareei LLP,Tycko & Zavareei,Tycko and Zavareei LLP,"Tycko & Zavareei, LLP",1,6,16,"2407, 2985, 3001, 3019, 3108, 3115"
F0771,Gentle Turner Sexton Debrosse & Harbison,,,,1,1,2,2407
F0772,JonesWard PLC,,,,1,1,2,2407
F0773,Providio Lien Counsel,,,,1,1,1,2385
F0774,Stanley Iola LLP,,,,1,1,1,2405
F0775,Reese LLP,,,,1,5,9,"2413, 2909, 2948, 3009, 3025"
F0776,"Terrell Marshall Daudt & Willie, PLLC",Terrell Marshall Daudt & Willie PLLC,,,1,1,2,2416
F0777,"Keogh Law, Ltd.",Keogh Law Ltd.,"Keogh Law, LTD",,1,2,5,"2416, 2478"
F0778,"McCuneWright, LLP",,,,1,1,2,2424
F0779,"Morelli, Alters, Ratner, P.C.",,,,1,1,1,2415
F0780,"Baron & Budd, P.C.","Baron Budd, P.C.",,,1,6,11,"2415, 2905, 2948, 3051, 3052, 3080"
F0781,Delaware Department of Justice,,,,1,1,1,2446
F0782,Williamson & Williams,,,,1,1,1,2416
F0783,"Meyer Wilson Co., LPA",,,,1,1,1,2416
F0784,Hilliard & Shadowen LLP,Hilliard & Shadowen LLC,,,1,2,3,"2409, 2521"
F0785,"Pomerantz, Grossman, Hufford, Dahlstrom & Gross, LLP",,,,1,1,1,2409
F0786,"Rigrodsky & Long, P.A.",,,,1,1,2,2451
F0787,Cohen Law Group P.C.,,,,1,1,2,2451
F0788,Zimmerman Law Offices,"Zimmerman Law Offices, P.C.",,,1,2,3,"2439, 3108"
F0789,Law Offices of Todd M. Friedman,,,,1,1,1,2439
F0790,"Agruss Law Firm, LLC",,,,1,1,1,2439
F0791,"Ademi & O’Reilly, LLP",,,,1,1,1,2439
F0792,"Evans Law Firm, P.A.",,,,1,1,1,2439
F0793,"Hirsch Law Firm, P.A.",,,,1,1,1,2439
F0794,"Marks & Klein, LLP",,,,1,1,1,2439
F0795,Holland Law Firm,,,,1,2,4,"2474, 2973"
F0796,"McElroy, Deutsch, Mulvaney & Carpenter, LLP","MCELROY, DEUTSCH, MULVANEY & CARPENTER, LLP",,,1,2,6,"2471, 3113"
F0797,Burns Charest LLP,,,,1,4,6,"2471, 2948, 3107, 3108"
F0798,NastLawLLC,,,,1,1,1,2458
F0799,Feldman and Pinto,,,,1,1,1,2458
F0800,Gray & White,,,,1,1,1,2474
F0801,"Steward Law Firm, LLC",,,,1,1,1,2474
F0802,"Lemberg Law, LLC",Lemberg Law LLC,,,1,1,2,2478
F0803,Hyde & Swigart,,,,1,1,1,2478
F0804,"Lyngklip & Associates Consumer Law Group, PLC",,,,1,1,1,2478
F0805,"Nussbaum Law Group, P.C.","Nussbaum Law Group, PC",,,1,3,4,"2481, 3096, 3127"
F0806,Denlca & Carton LLP,,,,1,1,1,2491
F0807,Del Sole Cavanaugh Stroyd LLC,,,,1,2,3,"2491, 3014"
F0808,Stewart M. Weltman LLC,,,,1,1,1,2491
F0809,"Bonsignore, LLC",,,,1,1,1,2481
F0810,"Vanek, Vickers & Masini, P.C.",,,,1,1,1,2481
F0811,"Spears, Moore, Rebman & Williams, P.C.",,,,1,1,3,2508
F0812,"Berke, Berke, & Berke",,,,1,1,2,2508
F0813,"Miller & Martin, PLLC",,,,1,1,1,2508
F0814,"Baker Botts, L.L.P",,,,1,1,1,2508
F0815,"Maynard, Cooper & Gale, P.C.",,,,1,1,1,2508
F0816,"Grant, Konvalinka & Harrison, PC",,,,1,1,1,2508
F0817,"The Potts Law Firm, LLP",the Potts Law Firm,,,1,2,2,"2511, 2968"
F0818,"Cipriani & Werner, P.C.",,,,1,1,1,2511
F0819,"Warren and Griffin, P.C.",,,,1,1,1,2508
F0820,"Johnson Becker, PLLC","Johnson // Becker, PLLC",Johnson Becker,Johnson Becker PLLC,1,8,15,"2502, 2973, 3014, 3026, 3079, 3087, 3092, 3094"
F0821,Heaviside Reed Zaic,,,,1,1,1,2502
F0822,"Langston & Lott, PA",,,,1,1,1,2502
F0823,"Nast Law, LLC",,,,1,1,1,2502
F0824,"Restaino Siler, LLC",,,,1,1,1,2502
F0825,Cera LLP,,,,1,1,1,2508
F0826,"Heim Payne & Chorush, LLP",,,,1,1,1,2521
F0827,"Taus, Cebulash & Landau LLP","Taus, Cebulash & Landau, LLP",,,1,3,6,"2521, 2993, 3107"
F0828,Butsch Roberts & Associates LLC,,,,1,1,1,2564
F0829,"The Dugan Law Firm, APLC","Dugan Law Firm, APLC",,,1,2,3,"2521, 3026"
F0830,"Quantum Legal, LLC","QUANTUM LEGAL, LLC",,,1,1,3,2540
F0831,"Law Offices of Walkup, Melodia, Kelly & Schoenberger, A Professional Corporation",,,,1,1,2,2532
F0832,Myers Brier & Kelly LLP,,,,1,1,3,2532
F0833,"Landskroner, Grieco, Merriman, LLC","LANDSKRONER, GRIECO, MERRIMAN, LLC",,,1,1,3,2577
F0834,"Simon Law Firm, P.C.",,,,1,1,1,2562
F0835,"Steelman, Gaunt & Horsefield",,,,1,1,1,2562
F0836,"Wise & Donahue, PLC",,,,1,1,1,2514
F0837,Faegre Baker Daniels LLP,,,,1,1,1,2514
F0838,"Finley Firm, P.C.","The Finley Firm, P.C.","THE FINLEY FIRM, P.C.",,1,3,3,"2583, 3056, 3074"
F0839,"Herrick, Feinstein LLP",,,,1,1,1,2577
F0840,"Hausfeld, LLP - DC",,,,1,1,1,2583
F0841,"Harris Penn Lowry, LLP",Harris Penn Lowry LLP,,,1,1,6,2583
F0842,Altshuler Berzon LLP,,,,1,2,6,"2617, 2992"
F0843,Law Office of Steve Gibbins,,,,1,1,1,2588
F0844,"Ahdoot & Wolfson, PC","Ahdoot & Wolfson, P.C.",,,1,6,7,"2583, 2588, 2905, 2951, 3107, 3148"
F0845,"Clifford Law Offices, P.C.",,,,1,2,2,"2619, 2948"
F0846,"W. Pitts Carr and Associates, PC",,,,1,1,1,2583
F0847,"Carney Bates & Pulliam, PLLC",,,,1,1,1,2583
F0848,Chestnut Cambronne PA,"Chestnut Cambronne, PA",,,1,2,4,"2583, 3108"
F0849,"Gillen, Withers & Lake, LLC",,,,1,1,1,2583
F0850,Derby Curtis LLP,,,,1,1,1,2639
F0851,Gibbs Law Group LLP,,,,1,4,7,"2661, 2905, 3031, 3108"
F0852,"Eisenberg, Rothweiler, Winkler, Eisenberg & Jeck, P.C.",,,,1,1,1,2654
F0853,"Kramer, Dillof, Livingston & Moore",,,,1,1,1,2654
F0854,Stein Mitchell Cipollone Beato & Missner,,,,1,1,1,2654
F0855,"Kline & Specter, P.C.",,,,1,1,2,2654
F0856,"Morelli Law Firm, PLLC",,,,1,1,2,2654
F0857,GableGotwals,,,,1,1,3,2700
F0858,"Langer, Grogan & Diver L.L.P.","Langer, Grogan & Diver, P.C.",,,1,1,2,2668
F0859,Law Offices of Jonathan A. Sorkowitz,,,,1,1,2,2903
F0860,Hansen Reynolds Dickinson Crueger LLC,,,,1,1,2,2688
F0861,Michael Best & Friedrich LLP,,,,1,1,2,2688
F0862,Chaikin Law Firm PLLC,,,,1,1,1,2688
F0863,"Arthur Chapman Kettering Smetak Pikala, P.A.",,,,1,1,1,2688
F0864,"Lite DePalma Greenberg & Afanador, LLC",Lite DePalma Greenberg & Afanador,"LITE DEPALMA GREENBERG & AFANADOR, LLC",,1,2,4,"2904, 3113"
F0865,"Podhurst Orseck, P.A.","PODHURST ORSECK, P.A.",,,1,2,4,"2905, 2924"
F0866,"Levi & Korsinsky, LLP",,,,1,3,3,"2905, 2938, 3025"
F0867,Bleichmar Fonti & Auld LLP,"Bleichmar Fonti & Auld, LLP",,,1,1,3,2905
F0868,Pritzker Levine LLP,,,,1,2,4,"2905, 3148"
F0869,Pierce Bainbridge Beck Price & Hecht LLP,,,,1,1,1,2903
F0870,Smolen & Roytman,,,,1,1,1,2903
F0871,Connors LLP,,,,1,1,1,2903
F0872,"Caruso Law Firm, P.C.",,,,1,1,1,2903
F0873,Reich Radcliffe & Hoover LLP,,,,1,1,1,2903
F0874,Forchelli Deegan Terrana,,,,1,1,1,2903
F0875,Shindler Anderson Goplerud & Weese PC,"Shindler, Anderson, Goplerud & Weese P.C.",,,1,2,2,"2903, 3036"
F0876,"Adhoot & Wolfson, PC",,,,1,2,2,"2905, 3096"
F0877,KING & SPALDING LLP,King & Spalding,King & Spalding LLP,,1,4,13,"2915, 2924, 2973, 3111"
F0878,Zelle LLP,,,,1,2,6,"2918, 3107"
F0879,Holland & Knight LLP,Holland & Knight,HOLLAND & KNIGHT LLP,,1,2,4,"2924, 3110"
F0880,Goodell Devries,,,,1,1,1,2924
F0881,Vinson & Elkins LLP,,,,1,2,3,"2925, 3121"
F0882,Siro Smith Dickson Law Firm,SIRO SMITH DICKSON LAW FIRM,,,1,1,7,2936
F0883,Langdon & Emison,LANGDON & EMISON,"Langdon & Emison, LLC",,1,2,7,"2936, 3081"
F0884,Wollmuth Maher & Deutsch LLP,,,,1,1,2,2931
F0885,Malkinson & Halpern PC,,,,1,1,2,2931
F0886,Radice Law Firm,"Radice Law Firm, PC","Radice Law Firm, P.C.",,1,4,5,"2931, 2946, 2966, 3107"
F0887,Reed Smith LLP,"Reed Smith, LLP",,,1,2,4,"2933, 2969"
F0888,Rogers & Hardin LLP,,,,1,1,1,2933
F0889,Ropes & Gray LLP,,,,1,1,1,2941
F0890,"Paul, Weiss, Rifkind, Wharton & Garrison LLP",,,,1,2,2,"2941, 3110"
F0891,"Consumer Litigation Associates, P.C.",,,,1,2,5,"2933, 3128"
F0892,Kelly Guzzo PLC,"Kelly Guzzo, PLC",,,1,2,5,"2933, 3128"
F0893,Khayat Law Firm,,,,1,1,2,2933
F0894,"GOODELL, DEVRIES, LEECH & DANN, LLP",,,,1,1,1,2924
F0895,PHILLIPS LYTLE LLP,,,,1,1,1,2924
F0896,"White, Graham, Buckley & Carr, L.L.C.","WHITE, GRAHAM, BUCKLEY, & CARR, L.L.C",,,1,1,10,2936
F0897,Clayton Jones Law Firm,,,,1,1,5,2936
F0898,Krause & Kinsman,"KRAUSE AND KINSMAN, LLC",,,1,2,3,"2924, 2936"
F0899,"Emerson Firm, PLLC","EMERSON FIRM, PLLC",,,1,1,6,2936
F0900,Johnson Firm,JOHNSON FIRM,,,1,1,4,2936
F0901,"Lundberg Law Firm, P.L.C.","LUNDBERG LAW FIRM, P.L.C.",,,1,1,6,2936
F0902,"Griffith Law Center, PLLC","GRIFFITH LAW CENTER, PLLC",,,1,1,6,2936
F0903,Steckler Gresham Cochran PLLC,,,,1,1,1,2946
F0904,Thompson Coburn LLP,"Thompson Coburn, LLP",,,1,2,2,"2946, 2993"
F0905,Jennings PLLC,,,,1,1,2,2936
F0906,"BIRD, MARELLA, BOXER, WOLPERT, NESSIM, DROOKS, LINCENBERG & RHOW, P.C.","Bird, Marella, Boxer, Wolpert, Nessim, Drooks, Lincenberg & Rhow, P.C.",,,1,1,2,2948
F0907,Fegan Scott LLC,FEGAN SCOTT LLC,"Fegan Scott, LLC",,1,5,10,"2924, 2948, 3052, 3089, 3110"
F0908,"CLAYTON JONES, ATTORNEY AT LAW",,,,1,1,1,2936
F0909,"SANDY LAW FIRM, P.C.",,,,1,1,1,2936
F0910,Wittels McInturff Palikovic,,,,1,1,1,2951
F0911,Kopelowitz Ostrow Ferguson Weiselberg Gilbert,KOPELOWITZ OSTROW FERGUSON WEISELBERG GILBERT,,,1,3,5,"2924, 3108, 3127"
F0912,"Pope McGlamry, P.C.",Pope McGlamry,"POPE McGLAMRY, P.C.",,1,4,5,"2924, 2949, 3014, 3140"
F0913,"Pulaski Kherkher, PLLC","PULASKI KHERKHER, PLLC",Pulaski Kherkher PLLC,,1,4,5,"2924, 2973, 3004, 3084"
F0914,"GoldenbergLaw, PLLC","GOLDENBERGLAW, PLLC",,,1,2,3,"2924, 3004"
F0915,Chaffin Luhana LLP,CHAFFIN LUHANA LLP,Chaffin Luhana,,1,4,5,"2924, 3004, 3084, 3140"
F0916,Watts Guerra LLP,WATTS GUERRA LLP,Watts Guerra LLC,,1,4,6,"2924, 3004, 3043, 3084"
F0917,"MAY LIGHTFOOT, PLLC",,,,1,1,1,2924
F0918,"SAUNDERS & WALKER, P.A.",,,,1,1,1,2924
F0919,LEAR WERTS LLP,Lear Werts LLP,,,1,2,2,"2924, 3009"
F0920,Fox Rothschild LLP,,,,1,1,1,2945
F0921,Baker McKenzie,,,,1,1,2,2945
F0922,Moore & Van Allen PLLC,,,,1,1,1,2945
F0923,Dovel & Luner,"Dovel & Luner, LLP",,,1,3,4,"2955, 2985, 3001"
F0924,"James & Carter, PLC",,,,1,1,1,2949
F0925,"Warshauer McLaughlin Law Group, P.C.",,,,1,1,1,2949
F0926,Wells and Associates,,,,1,1,1,2949
F0927,Israel David LLC,,,,1,3,3,"2948, 3096, 3113"
F0928,"Gibson Consumer Law Group, LLC",,,,1,2,3,"2948, 3056"
F0929,Herman Jones LLP,,,,1,2,2,"2948, 3073"
F0930,"Bottini & Bottini, Inc.",,,,1,2,2,"2948, 3149"
F0931,"Wilson Sonsini Goodrich & Rosati, P.C.",,,,1,1,1,2948
F0932,Loevy & Loevy,Loevy and Loevy,,,1,2,4,"2967, 3143"
F0933,"Lynch Carpenter, LLP",Lynch Carpenter LLP,"LYNCH CARPENTER, LLP",,1,11,27,"2969, 2984, 3014, 3032, 3056, 3074, 3083, 3096, 3108, 3115, 3149"
F0934,"The Moskowitz Law Firm, PLLC",The Moskowitz Law Firm PLLC,,,1,2,5,"2969, 3076"
F0935,Golomb Spirt Grunfeld PC,,,,1,1,1,2969
F0936,"Goodrich & Associates, P.C.",,,,1,1,2,2969
F0937,Merlin Law Group,,,,1,1,2,2969
F0938,Troutman Pepper Hamilton Sanders LLP,,,,1,1,18,2972
F0939,Burr Forman McNair,,,,1,1,2,2972
F0940,"Duffy & Young, LLC",,,,1,1,2,2972
F0941,Girard Sharp LLP,Girard Sharp,"Girard Sharp, LLP",GIRARD SHARP LLP,1,7,11,"2966, 3014, 3107, 3108, 3113, 3115, 3148"
F0942,"Rawlings & Associates, PLLC",,,,1,1,1,2966
F0943,Raizner Slania LLP,,,,1,1,1,2968
F0944,Sauder Schelkopf LLC,,,,1,1,1,2968
F0945,"Alston & Bird, LLP",,,,1,1,3,2969
F0946,"Timoney Knox, LLP",,,,1,1,3,2969
F0947,"DiBella, Geer, McAllister & Best, P.C.",,,,1,1,3,2969
F0948,"Levy Konigsberg, LLP",,,,1,1,1,2973
F0949,Martin Baughman,,,,1,1,1,2973
F0950,Maderal Byrne PLLC,,,,1,1,1,2973
F0951,"The Drakulich Firm, APLC",,,,1,1,2,2973
F0952,"Hilliard Martinez Gonzales, LLP",,,,1,1,2,2973
F0953,The Carlson Law Firm,,,,1,1,2,2973
F0954,"Rappaport, Glass, Levine, & Zullo, LLP",,,,1,1,2,2973
F0955,"Levy Kongsberg, LLP",,,,1,1,1,2973
F0956,Breit Biniazan,BREIT BINIAZAN,,,1,2,4,"2974, 3092"
F0957,SeegerWeiss LLP,,,,1,1,1,2973
F0958,Butler Snow LLP,,,,1,1,7,2974
F0959,Miller Schirger LLC,,,,1,1,1,2975
F0960,Faegre Drinker,,,,1,1,1,2973
F0961,Skadden,,,,1,1,1,2973
F0962,Riggs Abney Neal Turpen Orbison & Lewis,,,,1,1,3,2977
F0963,"Axinn, Veltrop & Harkrider LLP",,,,1,1,1,2977
F0964,Venable,,,,1,1,2,2977
F0965,Swigart Law Group,,,,1,1,1,2992
F0966,Browne George Ross O’Brien Annaguey & Ellis,Browne George Ross O’Brien Annaguey & Ellis LLP,,,1,1,2,2989
F0967,"Anastopoulo Law Firm, LLC",,,,1,1,2,2989
F0968,McDonald Worley,"McDonald Worley, PC",,,1,3,6,"2989, 3029, 3081"
F0969,"Pessah Law Group, PC",,,,1,1,2,2989
F0970,"Joseph Saveri Law Firm, LLP",Joseph Saveri Law Firm,Joseph Saveri Law Firm LLP,,1,4,7,"2989, 3071, 3080, 3108"
F0971,"The Ferraro Law Firm, P.A.",The Ferraro Law Firm,,,1,2,2,"2989, 3080"
F0972,Safirstein Metcalf LLP,,,,1,1,1,2989
F0973,Grossman Roth Yaffa Cohen P.A.,,,,1,1,1,2989
F0974,Napoli Shkolnik,"Napoli Shkolnik, PLLC",,,1,2,3,"2973, 3121"
F0975,"Levy Konisgberg, LLP",,,,1,1,1,2973
F0976,"Sanders Phillips Grossman, LLC",,,,1,1,1,2973
F0977,"Sperling & Slater, LLC",Sperling & Slater LLC,,,1,2,2,"2981, 3080"
F0978,"Dollar, Burns, Becker & Hershewe, L.C.",,,,1,1,1,2984
F0979,Walsh Law PLLC,Walsh PLLC,,,1,4,4,"2984, 3015, 3084, 3094"
F0980,"Tostrud Law Group, P.C.",,,,1,3,4,"2998, 3031, 3110"
F0981,"Bozeman Law Firm, P.A.",,,,1,1,1,2998
F0982,The Law Office of Daniel G. Shay,,,,1,1,1,2992
F0983,"McShane & Brady, LLC",McShane & Brady LLC,,,1,4,6,"2994, 3019, 3073, 3096"
F0984,Steyer Lowenthal,,,,1,2,3,"2985, 3001"
F0985,Kopelowitz Ostrow P.A.,KOPELOWITZ OSTROW P.A.,,,1,5,6,"2985, 3001, 3090, 3115, 3149"
F0986,"Martzell, Bickford & Centola, APC",,,,1,1,1,2996
F0987,"Mehri & Skalet, PLLC",,,,1,1,1,2996
F0988,"Sonosky, Chambers, Sachse, Miller & Monkman, LLP",,,,1,1,1,2996
F0989,"Browne Pelican, PLLC",,,,1,1,1,2996
F0990,Devine Goodman Rasco & Watts-FitzGerald LLP,,,,1,1,1,2994
F0991,"Fell Law, PC",,,,1,1,1,2994
F0992,Law Office of Kenneth E. Berger LLC,,,,1,1,1,2994
F0993,Dennis Spurling PLLC Attorneys at Law,,,,1,1,1,3014
F0994,"Walkup, Melodia, Kelly & Schoenberger","Walkup, Melodia, Kelly and Schoenberger, APC",,,1,2,4,"3004, 3084"
F0995,The Cates Law Firm,,,,1,1,1,3004
F0996,TorHoerman Law,,,,1,1,2,3004
F0997,"LaMacchia Law, PC",,,,1,1,1,3004
F0998,Williams Dirks Dameron LLC,,,,1,1,2,3009
F0999,"Cates Mahoney, LLC",,,,1,1,1,3004
F1000,Wagstaff Law Firm,,,,1,1,1,3004
F1001,Elias LLC,,,,1,1,1,3006
F1002,OnderLaw LLC,OnderLaw,,,1,2,2,"3006, 3140"
F1003,Hollingsworth LLP,,,,1,1,3,3006
F1004,Wienand and Bagin,,,,1,1,1,3014
F1005,Bradley/Grombacher LLP,"Bradley/Grombacher, LLP",Bradley Grombacher LLP,,1,3,5,"3015, 3089, 3115"
F1006,Keller Lenkner LLC,"Keller Lenkner, LLC",,,1,1,3,3015
F1007,"Walsh Law, PLC",Walsh Law PLC,,,1,1,2,3015
F1008,"Morgan, Lewis & Bockius, LLP",,,,1,1,1,3014
F1009,"Sullivan & Cromwell, LLP",,,,1,1,2,3014
F1010,"Milberg Coleman Cryson Phillips Grossman, PCCL",,,,1,1,1,3009
F1011,Shub Law Firm LLC,Shub Law Firm,,,1,2,2,"3009, 3025"
F1012,"Levensten Law Firm, PC",,,,1,1,1,3009
F1013,"Dowd & Dowd, P.C.",,,,1,1,1,3009
F1014,Tadler Law LLP,,,,1,1,1,3009
F1015,Law Offices of Ronald Marron,,,,1,1,1,3019
F1016,"Lowey Dannenberg, P.C.",,,,1,6,10,"3019, 3062, 3071, 3107, 3110, 3119"
F1017,Morgan & Morgan Mass Tort Dept.,,,,1,3,3,"3014, 3019, 3114"
F1018,Hotze Runkle LLC,Hotze Runkle PLLC,,,1,1,3,3023
F1019,Paul LLP,,,,1,4,8,"2993, 3023, 3025, 3031"
F1020,Chimicles Schwartz Kriner & Donaldson-Smith LLP,,,,1,1,1,3014
F1021,"Ron Austin Law, LLC",Ron Austin Law,,,1,1,2,3014
F1022,Sharp Law LLP,"Sharp Law, LLP",,,1,3,7,"2993, 3014, 3021"
F1023,Migliaccio & Rathod LLP,,,,1,3,5,"3014, 3108, 3114"
F1024,Kelley Ferraro LLC,"Kelley & Ferraro, LLP",,,1,3,5,"3014, 3080, 3092"
F1025,"Robert Peirce & Associates, P.C.",Robert Peirce & Associates,ROBERT PEIRCE & ASSOCIATES P.C.,,1,3,6,"3014, 3092, 3140"
F1026,"Pietragallo Gordon Alfano Bosick & Raspanti, LLP",,,,1,1,2,3014
F1027,"Rubenstein Law, P.A.",Rubenstein Law,,,1,2,3,"3014, 3140"
F1028,"Hensley Legal Group, PC",,,,1,1,2,3014
F1029,Meshbesher & Spence,,,,1,1,2,3014
F1030,"Babin Law, LLC",,,,1,2,3,"3014, 3029"
F1031,"Messa & Associates, P.C.",,,,1,1,2,3014
F1032,"Campbell & Levine, LLC",,,,1,1,2,3014
F1033,"Onder Law, LLC",,,,1,1,2,3014
F1034,Silver Golub & Teitell LLP,,,,1,4,5,"3014, 3025, 3128, 3144"
F1035,East End Trial Group LLC,,,,1,1,2,3014
F1036,"Deakle-Johnson Law Firm, PLLC",,,,1,1,1,3021
F1037,Deakle Sholtis & Hamil,,,,1,1,1,3021
F1038,"Pasley, Nuce, Mallory & Davis, LLC",,,,1,1,1,3021
F1039,"Strassburger, McKenna, Gutnick & Gefsky",,,,1,1,1,3021
F1040,Levin Law Firm,,,,1,1,1,3014
F1041,Montgomery McCracken Walker & Rhoads LLP,"Montgomery McCracken, Walker & Rhoads LLP",,,1,1,2,3028
F1042,"Lyons & Flood, LLP",,,,1,1,1,3028
F1043,"Mahoney & Keane, LLP",,,,1,1,1,3028
F1044,"Giuliano, McDonnell and Perrone, LLP",,,,1,1,1,3028
F1045,"Flynn, Delich and Wise, LLP",,,,1,1,1,3028
F1046,"Lane, Powell, P.C.",,,,1,1,1,3028
F1047,"Marwedel, Minichello and Reeb, PC",,,,1,1,1,3028
F1048,Hill Rivkins LLP,,,,1,1,1,3028
F1049,Nicoletti Hornig & Sweeney,NICOLETTI HORNIG & SWEENEY,,,1,1,2,3028
F1050,Gibson Robb & Lindh LLP,,,,1,1,1,3028
F1051,Kennedys Law LLP,,,,1,1,1,3028
F1052,Law Offices of Ronald Maron,,,,1,1,1,3019
F1053,"Levin, Rojas, Camassar & Reck, LLC",,,,1,2,3,"3026, 3081"
F1054,Fulmer Sill,,,,1,2,4,"3026, 3108"
F1055,"Peiffer Wolf Carr Kane Conway & Wise, LLP","PEIFFER WOLF CARR KANE CONWAY & WISE, LLP",Peiffer Wolf Carr Kane Conway & Wise,,1,4,9,"3026, 3079, 3084, 3092"
F1056,Watts LLP,WATTS LLP,,,1,2,4,"3026, 3092"
F1057,The Dixon Firm,,,,1,1,1,3026
F1058,Kaveny & Kroll,,,,1,1,1,3026
F1059,Goldenberg Lauricella PLLC,,,,1,1,1,3026
F1060,Ferrer Poirot Feller,,,,1,1,1,3026
F1061,Irpino Avin & Hawkins,,,,1,2,2,"3026, 3080"
F1062,Romano Law Group,,,,1,1,1,3026
F1063,"Strauss Troy Co., LPA",,,,1,1,1,3025
F1064,"Poulin Willey Anastopoulo, LLC",,,,1,1,1,3025
F1065,"Markovits, Stock & Demarco, LLC",,,,1,1,1,3025
F1066,Schubert Jonckheer & Kolbe LLP,Schubert Jonckheer & Kolbe,,,1,3,3,"3025, 3096, 3149"
F1067,"TISDALE & NAST LAW OFFICES, LLC",,,,1,1,1,3028
F1068,"Fleming, Nolen & Jez, LLP","FLEMING, NOLEN & JEZ, L.L.P.","Fleming, Nolen & Jez, L.L.P.",,1,2,3,"3029, 3089"
F1069,"Bernheim Kelley Battista & Bliss, LLC",,,,1,1,1,3029
F1070,"Neal & Harwell, PLC",,,,1,1,3,3032
F1071,Derfner & Altman,,,,1,1,1,3031
F1072,Hartley LLP,,,,1,2,3,"3031, 3149"
F1073,Karon LLC,,,,1,1,2,3031
F1074,Rueb Stoller Daniel,,,,1,1,1,3029
F1075,Nigh Goldenberg Raso & Vaughn,"Nigh Goldenberg Raso & Vaughn, PLLC","Nigh, Goldenberg, Raso & Vaughn PLLC",,1,5,6,"3029, 3084, 3089, 3092, 3140"
F1076,King Law,,,,1,1,1,3029
F1077,"Cadwalader, Wickersham & Taft LLP",,,,1,1,1,3031
F1078,AARP Foundation,,,,1,1,6,3035
F1079,"Kantor & Kantor, LLP","Kantor & Kantor, LLC",KANTOR & KANTOR LLP,,1,1,6,3035
F1080,"Streett Law Firm, P.A.",,,,1,1,1,3032
F1081,"Osborne & Francis Law Firm, PLLC","OSBORNE & FRANCIS LAW FIRM, PLLC",,,1,1,4,3035
F1082,"Blue, LLP",Blue LLP,,,1,1,4,3035
F1083,"Wright & Schulte, LLC",Wright & Schulte LLC,Wright & Schulte,,1,2,5,"3035, 3140"
F1084,Goldman Ismail Tomaselli Brennan & Baum LLP,,,,1,1,1,3036
F1085,Robinson Bradshaw & Hinson,,,,1,1,1,3036
F1086,Turning Point Litigation; Mullins Duncan Harrell & Russell PLLC,,,,1,1,1,3036
F1087,Bronster Fujichaku Robbins A Law Corporation,,,,1,1,2,3036
F1088,Siri & Glimstad LLP,,,,1,1,1,3036
