kind,pair_key,verdict,confidence,source,a,b
firm,firm|agnello brody byrne carella cecchi olstein|byrne carella,same,high,llm-batch,"names: Carella Byrne | MDLs: 1938, 2415 | mentions: 3","names: Carella, Byrne, Cecchi, Olstein, Brody, & Agnello, PC, Carella, Byrne, Cecchi, Olstein, Brody & Agnello, P.C., Carella Byrne Cecchi Olstein Brody & Agnel"
firm,firm|agnello brody byrne carella cecchi|byrne carella,same,high,llm-batch,"names: Carella Byrne | MDLs: 1938, 2415 | mentions: 3","names: Carella, Byrne, Cecchi, Brody & Agnello, P.C., Carella Byrne Cecchi Brody & Agnello, P.C., Carella Byrne Cecchi Brody Agnello P.C. | MDLs: 2948, 2973, 30"
firm,firm|byrne furst maderal|byrne maderal,same,high,llm-batch,names: Maderal Byrne PLLC | MDLs: 2973 | mentions: 1,names: Maderal Byrne & Furst PLLC | MDLs: 2599 | mentions: 2
firm,firm|branstetter jennings stranch|garvey jennings stranch,same,high,llm-batch,"names: BRANSTETTER, STRANCH & JENNINGS, PLLC, Branstetter, Stranch & Jennings, PLLC, Branstetter Stranch and Jennings, PLLC | MDLs: 1928, 2242, 2332, 2343, 2419","names: Stranch, Jennings & Garvey, PLLC, Stranch Jennings & Garvey, PLLC | MDLs: 3035, 3127 | mentions: 5"
firm,firm|branstetter jennings stranch|jennings stranch,same,high,llm-batch,"names: BRANSTETTER, STRANCH & JENNINGS, PLLC, Branstetter, Stranch & Jennings, PLLC, Branstetter Stranch and Jennings, PLLC | MDLs: 1928, 2242, 2332, 2343, 2419",names: Stranch Jennings | MDLs: 3140 | mentions: 2
firm,firm|garvey jennings stranch|jennings stranch,same,high,llm-batch,"names: Stranch, Jennings & Garvey, PLLC, Stranch Jennings & Garvey, PLLC | MDLs: 3035, 3127 | mentions: 5",names: Stranch Jennings | MDLs: 3140 | mentions: 2
firm,firm|branstetter jennings stranch|jennings,distinct,medium,llm-batch,"names: BRANSTETTER, STRANCH & JENNINGS, PLLC, Branstetter, Stranch & Jennings, PLLC, Branstetter Stranch and Jennings, PLLC | MDLs: 1928, 2242, 2332, 2343, 2419",names: Jennings PLLC | MDLs: 2936 | mentions: 2
firm,firm|garvey jennings stranch|jennings,distinct,medium,llm-batch,names: Jennings PLLC | MDLs: 2936 | mentions: 2,"names: Stranch, Jennings & Garvey, PLLC, Stranch Jennings & Garvey, PLLC | MDLs: 3035, 3127 | mentions: 5"
firm,firm|jennings|jennings stranch,distinct,medium,llm-batch,names: Jennings PLLC | MDLs: 2936 | mentions: 2,names: Stranch Jennings | MDLs: 3140 | mentions: 2
firm,firm|anderson|anderson andrus liberty,distinct,high,llm-batch,names: Andrus Liberty & Anderson LLP | MDLs: 1911 | mentions: 1,"names: ANDERSON LAW OFFICES, Anderson Law Offices, LLC | MDLs: 2187, 2440 | mentions: 2"
firm,firm|anderson|anderson hudson mallaney shindler,distinct,high,llm-batch,"names: Hudson Mallaney Shindler Anderson P.C., Hudson, Mallaney, Shindler & Anderson, P.C. | MDLs: 2274, 2290 | mentions: 2","names: ANDERSON LAW OFFICES, Anderson Law Offices, LLC | MDLs: 2187, 2440 | mentions: 2"
firm,firm|anderson|anderson goplerud shindler weese,distinct,high,llm-batch,"names: Shindler Anderson Goplerud & Weese PC, Shindler, Anderson, Goplerud & Weese P.C. | MDLs: 2903, 3036 | mentions: 2","names: ANDERSON LAW OFFICES, Anderson Law Offices, LLC | MDLs: 2187, 2440 | mentions: 2"
firm,firm|anderson|anderson dickey,distinct,high,llm-batch,"names: Dickey Anderson, LLC | MDLs: 3081 | mentions: 3","names: ANDERSON LAW OFFICES, Anderson Law Offices, LLC | MDLs: 2187, 2440 | mentions: 2"
firm,firm|anderson|anderson andrus,distinct,high,llm-batch,"names: ANDERSON LAW OFFICES, Anderson Law Offices, LLC | MDLs: 2187, 2440 | mentions: 2","names: Andrus Anderson, LLP, ANDRUS ANDERSON LLP | MDLs: 2420, 2741, 2789 | mentions: 3"
firm,firm|foti kahn swick|gauthier kahn swick,same,high,llm-batch,"names: Kahn, Gauthier, Swick, LLC | MDLs: 1931 | mentions: 1","names: Kahn Swick & Foti, LLC | MDLs: 2058, 2185 | mentions: 5"
firm,firm|hicks javerbaum kahn sinins wikstrom wurgaft|hicks javerbaum kahn sinins wurgaft,same,high,llm-batch,"names: Javerbaum Wurgaft Hicks Kahn Wikstrom & Sinins PC, JAVERBAUM WURGAFT HICKS KAHN WIKSTROM & SININS, P.C. | MDLs: 3081, 3113 | mentions: 4","names: Javerbaum Wurgaft Hicks Kahn & Sinins, P.C. | MDLs: 3113 | mentions: 1"
firm,firm|brown|brown mayer,distinct,high,llm-batch,"names: Mayer Brown LLP, MAYER BROWN LLP | MDLs: 1905, 2587, 2873, 2968, 3071 | mentions: 18","names: Brown & Associates, L.L.C., The Brown Law Firm, P.C. | MDLs: 2138, 2879 | mentions: 2"
firm,firm|blau brown leonard|brown,distinct,high,llm-batch,"names: Blau, Brown & Leonard, LLC | MDLs: 1981 | mentions: 1","names: Brown & Associates, L.L.C., The Brown Law Firm, P.C. | MDLs: 2138, 2879 | mentions: 2"
firm,firm|brown|brown mayer ny,distinct,high,llm-batch,"names: Brown & Associates, L.L.C., The Brown Law Firm, P.C. | MDLs: 2138, 2879 | mentions: 2",names: Mayer Brown LLP (NY) | MDLs: 2968 | mentions: 1
firm,firm|brown|brown robert,distinct,medium,llm-batch,"names: Brown & Associates, L.L.C., The Brown Law Firm, P.C. | MDLs: 2138, 2879 | mentions: 2",names: Robert Brown Law | MDLs: 3081 | mentions: 3
firm,firm|austin brown sidley wood|brown,distinct,high,llm-batch,"names: Brown & Associates, L.L.C., The Brown Law Firm, P.C. | MDLs: 2138, 2879 | mentions: 2",names: SIDLEY AUSTIN BROWN & WOOD | MDLs: 1431 | mentions: 1
firm,firm|alters boldt brown culmo rash|brown,distinct,high,llm-batch,"names: Brown & Associates, L.L.C., The Brown Law Firm, P.C. | MDLs: 2138, 2879 | mentions: 2","names: Alters Boldt Brown Rash & Culmo, Alters, Boldt, Brown, Rash & Culmo | MDLs: 2036, 2047 | mentions: 2"
firm,firm|boyd brown fisher huguenard|brown,distinct,high,llm-batch,"names: Brown & Associates, L.L.C., The Brown Law Firm, P.C. | MDLs: 2138, 2879 | mentions: 2","names: Fisher, Boyd, Brown & Huguenard, LLP, Fisher, Boyd, Brown & Huguenard | MDLs: 2244, 2391 | mentions: 15"
firm,firm|brown|brown rudnick,distinct,high,llm-batch,"names: Brown & Associates, L.L.C., The Brown Law Firm, P.C. | MDLs: 2138, 2879 | mentions: 2",names: Brown Rudnick | MDLs: 2566 | mentions: 1
firm,firm|brown|brown hargrove pierson,distinct,high,llm-batch,"names: Brown & Associates, L.L.C., The Brown Law Firm, P.C. | MDLs: 2138, 2879 | mentions: 2","names: Hargrove Pierson & Brown, P.A. | MDLs: 2613 | mentions: 1"
firm,firm|deutsch maher wollmuth|maher,distinct,high,llm-batch,"names: The Maher Law Firm, THE MAHER LAW FIRM, Maher Law Firm | MDLs: 1935, 1938 | mentions: 4",names: Wollmuth Maher & Deutsch LLP | MDLs: 2931 | mentions: 2
firm,firm|bottini bottini inc|bottini johnson,same,medium,llm-batch,names: Johnson Bottini LLP | MDLs: 1933 | mentions: 1,"names: Bottini & Bottini, Inc. | MDLs: 2948, 3149 | mentions: 2"
firm,firm|fleming|fleming jez nolen,same,medium,llm-batch,"names: Fleming & Associates, LLP, Fleming & Associates, L.L.P., Fleming & Associates | MDLs: 1928, 2272 | mentions: 5","names: Fleming, Nolen & Jez, LLP, FLEMING, NOLEN & JEZ, L.L.P., Fleming, Nolen & Jez, L.L.P. | MDLs: 2187, 2440, 2740, 2846, 2875, 3029, 3089 | mentions: 11"
firm,firm|fleming|fleming jez noal,same,medium,llm-batch,"names: Fleming & Associates, LLP, Fleming & Associates, L.L.P., Fleming & Associates | MDLs: 1928, 2272 | mentions: 5","names: Fleming, Noal & Jez, L.L.P. | MDLs: 2846 | mentions: 1"
firm,firm|fleming jez noal|fleming jez nolen,same,high,llm-batch,"names: Fleming, Nolen & Jez, LLP, FLEMING, NOLEN & JEZ, L.L.P., Fleming, Nolen & Jez, L.L.P. | MDLs: 2187, 2440, 2740, 2846, 2875, 3029, 3089 | mentions: 11","names: Fleming, Noal & Jez, L.L.P. | MDLs: 2846 | mentions: 1"
firm,firm|babbitt johnson leclainche osborne|osborne,distinct,medium,llm-batch,"names: Babbitt, Johnson, Osborne & LeClainche, Babbitt, Johnson, Osborne & LeClainche, P.A., Babbitt Johnson Osborne & LeClainche, P.A. | MDLs: 1928, 2391, 2441","names: Osborne & Associates Law Firm, PA, Osborne & Associates Law Firm P.A., Osborne & Associates Law Firm, P.A. | MDLs: 2641, 2768, 2859 | mentions: 4"
firm,firm|francis osborne|osborne,same,medium,llm-batch,"names: Osborne & Francis Law Firm, PLLC, OSBORNE & FRANCIS LAW FIRM, PLLC, Osborne & Francis | MDLs: 2859, 3035 | mentions: 6","names: Osborne & Associates Law Firm, PA, Osborne & Associates Law Firm P.A., Osborne & Associates Law Firm, P.A. | MDLs: 2641, 2768, 2859 | mentions: 4"
firm,firm|babbitt clainche johnson le osborne|osborne,distinct,medium,llm-batch,names: BABBITT JOHNSON OSBORNE & LE CLAINCHE | MDLs: 2187 | mentions: 1,"names: Osborne & Associates Law Firm, PA, Osborne & Associates Law Firm P.A., Osborne & Associates Law Firm, P.A. | MDLs: 2641, 2768, 2859 | mentions: 4"
firm,firm|babbit johnson leclainche osborne|osborne,distinct,medium,llm-batch,"names: Babbit, Johnson, Osborne and LeClainche | MDLs: 2272 | mentions: 1","names: Osborne & Associates Law Firm, PA, Osborne & Associates Law Firm P.A., Osborne & Associates Law Firm, P.A. | MDLs: 2641, 2768, 2859 | mentions: 4"
firm,firm|babbitt johnson laclainche osborne|osborne,distinct,medium,llm-batch,"names: Babbitt, Johnson, Osborne & LaClainche | MDLs: 2570 | mentions: 8","names: Osborne & Associates Law Firm, PA, Osborne & Associates Law Firm P.A., Osborne & Associates Law Firm, P.A. | MDLs: 2641, 2768, 2859 | mentions: 4"
firm,firm|bern napoli ripka|bern napoli ripka shkolnik,same,high,llm-batch,"names: Napoli, Bern, Ripka, LLP, NAPOLI BERN RIPKA, LLP | MDLs: 1928 | mentions: 4","names: Napoli Bern Ripka Shkolnik, LLP, Napoli Bern Ripka Shkolnik LLP, NAPOLI, BERN, RIPKA & SHKOLNIK LLP | MDLs: 1964, 2187, 2244, 2385, 2418, 2452 | mentions"
firm,firm|bern napoli|bern napoli ripka,same,high,llm-batch,"names: Napoli, Bern, Ripka, LLP, NAPOLI BERN RIPKA, LLP | MDLs: 1928 | mentions: 4","names: Napoli Bern | MDLs: 2187, 2440 | mentions: 2"
firm,firm|bern napoli ripka|bern napoli ripka shkolnick,same,high,llm-batch,"names: Napoli, Bern, Ripka, LLP, NAPOLI BERN RIPKA, LLP | MDLs: 1928 | mentions: 4","names: Napoli Bern Ripka Shkolnick, LLP | MDLs: 2272 | mentions: 1"
firm,firm|bern napoli|bern napoli ripka shkolnik,same,high,llm-batch,"names: Napoli Bern Ripka Shkolnik, LLP, Napoli Bern Ripka Shkolnik LLP, NAPOLI, BERN, RIPKA & SHKOLNIK LLP | MDLs: 1964, 2187, 2244, 2385, 2418, 2452 | mentions","names: Napoli Bern | MDLs: 2187, 2440 | mentions: 2"
firm,firm|bern napoli ripka shkolnick|bern napoli ripka shkolnik,same,high,llm-batch,"names: Napoli Bern Ripka Shkolnik, LLP, Napoli Bern Ripka Shkolnik LLP, NAPOLI, BERN, RIPKA & SHKOLNIK LLP | MDLs: 1964, 2187, 2244, 2385, 2418, 2452 | mentions","names: Napoli Bern Ripka Shkolnick, LLP | MDLs: 2272 | mentions: 1"
firm,firm|bern napoli|bern napoli ripka shkolnick,same,high,llm-batch,"names: Napoli Bern | MDLs: 2187, 2440 | mentions: 2","names: Napoli Bern Ripka Shkolnick, LLP | MDLs: 2272 | mentions: 1"
firm,firm|carey danis|carey danis lowe,same,high,llm-batch,"names: Carey & Danis, L.L.C., Carey and Danis, LLC, Carey & Danis, LLC | MDLs: 1928, 1943 | mentions: 7","names: Carey, Danis & Lowe, Carey Danis & Lowe, CAREY DANIS & LOWE | MDLs: 2001, 2269, 2290, 2613, 3004, 3078 | mentions: 10"
firm,firm|david matthews|matthews,same,high,llm-batch,"names: Matthews & Associates, MATTHEWS & ASSOCIATES, Matthews and Associates | MDLs: 1928, 2187, 2434, 2570, 3026, 3092 | mentions: 17",names: David Matthews & Associates | MDLs: 1871 | mentions: 1
firm,firm|austin chicago sidley|austin sidley,same,high,llm-batch,"names: Sidley Austin LLP | MDLs: 1928, 2591 | mentions: 3",names: Sidley Austin (Chicago) | MDLs: 2299 | mentions: 1
firm,firm|austin brown sidley wood|austin sidley,same,high,llm-batch,"names: Sidley Austin LLP | MDLs: 1928, 2591 | mentions: 3",names: SIDLEY AUSTIN BROWN & WOOD | MDLs: 1431 | mentions: 1
firm,firm|austin brown sidley wood|austin chicago sidley,same,high,llm-batch,names: Sidley Austin (Chicago) | MDLs: 2299 | mentions: 1,names: SIDLEY AUSTIN BROWN & WOOD | MDLs: 1431 | mentions: 1
firm,firm|max wild|wild,same,high,llm-batch,names: Wild Law Group PLLC | MDLs: 1952 | mentions: 4,"names: the Law Offices of Max Wild, Law Offices of Max Wild | MDLs: 1952 | mentions: 2"
firm,firm|counselors morris morris|duane morris,distinct,high,llm-batch,"names: Morris and Morris LLC Counselors At Law, Morris and Morris Counselors At Law | MDLs: 1946, 2262 | mentions: 6","names: Duane Morris LLP | MDLs: 2371, 2875, 2949 | mentions: 5"
firm,firm|counselors morris morris|hodge king morris,distinct,high,llm-batch,"names: Morris and Morris LLC Counselors At Law, Morris and Morris Counselors At Law | MDLs: 1946, 2262 | mentions: 6","names: Morris, King & Hodge P.C. | MDLs: 3108 | mentions: 3"
firm,firm|bart morris|counselors morris morris,distinct,high,llm-batch,"names: Morris and Morris LLC Counselors At Law, Morris and Morris Counselors At Law | MDLs: 1946, 2262 | mentions: 6","names: Morris Bart, LLC, MORRIS BART, LLC | MDLs: 2738, 2846 | mentions: 5"
firm,firm|crutchlow eichen mcelroy zaslow|crutchlow eichen zaslow,same,high,llm-batch,names: Eichen Crutchlow Zaslow LLP | MDLs: 2314 | mentions: 1,"names: Eichen, Crutchlow, Zaslow and McElroy LLP | MDLs: 2443 | mentions: 1"
firm,firm|dicello gutzler levitt|dicello levitt,same,high,llm-batch,"names: DiCello Levitt Gutzler LLC, DiCello Levitt Gutzler, Dicello Levitt Gutzler | MDLs: 2314, 2543, 2580, 2724, 2879, 2905, 2909, 2972, 3004, 3019 | mentions:","names: DiCello Levitt, DiCello Levitt LLP, DiCELLO LEVITT LLC | MDLs: 2904, 3026, 3060, 3079, 3087, 3089, 3094, 3107, 3115, 3148 | mentions: 15"
firm,firm|casey dicello levitt|dicello gutzler levitt,same,high,llm-batch,"names: DiCello Levitt Gutzler LLC, DiCello Levitt Gutzler, Dicello Levitt Gutzler | MDLs: 2314, 2543, 2580, 2724, 2879, 2905, 2909, 2972, 3004, 3019 | mentions:","names: DiCello Levitt & Casey LLC, DiCello, Levitt and Casey, LLC, DICELLO LEVITT & CASEY LLC | MDLs: 2768, 2800, 2827, 2828 | mentions: 4"
firm,firm|casey dicello levitt|dicello levitt,same,high,llm-batch,"names: DiCello Levitt, DiCello Levitt LLP, DiCELLO LEVITT LLC | MDLs: 2904, 3026, 3060, 3079, 3087, 3089, 3094, 3107, 3115, 3148 | mentions: 15","names: DiCello Levitt & Casey LLC, DiCello, Levitt and Casey, LLC, DICELLO LEVITT & CASEY LLC | MDLs: 2768, 2800, 2827, 2828 | mentions: 4"
firm,firm|bailey bailey perrin|perrin,distinct,high,llm-web,"names: the Perrin Law Firm, The Perrin Law Firm | MDLs: 1952 | mentions: 2","names: Bailey Perrin Bailey | MDLs: 1968, 2233 | mentions: 2"
firm,firm|gary mccallister|mccallister,same,high,llm-batch,"names: Gary D. McCallister & Associates, LLC, Gary D. McCallister and Associates, LLC | MDLs: 1957 | mentions: 5","names: McCallister Law Group, LLC | MDLs: 1566 | mentions: 7"
firm,firm|arnold kaye porter scholer|arnold porter,same,high,llm-batch,"names: Arnold & Porter LLP, Arnold & Porter, Arnold & Porter, LLP | MDLs: 1953, 2068, 2418, 2734, 2740, 2924 | mentions: 7","names: ARNOLD & PORTER KAYE SCHOLER LLP, Arnold & Porter Kaye Scholer, LLP, Arnold & Porter Kaye Scholer LLP | MDLs: 2792, 2924 | mentions: 9"
firm,firm|arnold kaye porter scholler|arnold porter,same,high,llm-batch,"names: Arnold & Porter LLP, Arnold & Porter, Arnold & Porter, LLP | MDLs: 1953, 2068, 2418, 2734, 2740, 2924 | mentions: 7",names: Arnold & Porter Kaye Scholler LLP | MDLs: 2724 | mentions: 4
firm,firm|arnold kaye porter scholer|arnold kaye porter scholler,same,high,llm-batch,"names: ARNOLD & PORTER KAYE SCHOLER LLP, Arnold & Porter Kaye Scholer, LLP, Arnold & Porter Kaye Scholer LLP | MDLs: 2792, 2924 | mentions: 9",names: Arnold & Porter Kaye Scholler LLP | MDLs: 2724 | mentions: 4
firm,firm|arnold|arnold porter,distinct,high,llm-batch,"names: Arnold & Porter LLP, Arnold & Porter, Arnold & Porter, LLP | MDLs: 1953, 2068, 2418, 2734, 2740, 2924 | mentions: 7","names: Arnold Law Firm, ARNOLD LAW FIRM | MDLs: 2051, 3149 | mentions: 2"
firm,firm|arnold|arnold itkin,distinct,high,llm-batch,names: Arnold & Itkin LLP | MDLs: 1953 | mentions: 2,"names: Arnold Law Firm, ARNOLD LAW FIRM | MDLs: 2051, 3149 | mentions: 2"
firm,firm|arnold|arnold kaye porter scholer,distinct,high,llm-batch,"names: Arnold Law Firm, ARNOLD LAW FIRM | MDLs: 2051, 3149 | mentions: 2","names: ARNOLD & PORTER KAYE SCHOLER LLP, Arnold & Porter Kaye Scholer, LLP, Arnold & Porter Kaye Scholer LLP | MDLs: 2792, 2924 | mentions: 9"
firm,firm|arnold|arnold clayeo corp professional,same,medium,llm-batch,"names: Arnold Law Firm, ARNOLD LAW FIRM | MDLs: 2051, 3149 | mentions: 2","names: Clayeo C. Arnold, A Professional Law Corp. | MDLs: 2994 | mentions: 1"
firm,firm|arnold|arnold clayeo corporation profession,same,medium,llm-batch,"names: Arnold Law Firm, ARNOLD LAW FIRM | MDLs: 2051, 3149 | mentions: 2","names: Clayeo C. Arnold, A Profession Corporation | MDLs: 3056 | mentions: 1"
firm,firm|arnold|arnold clayeo corporation professional,same,medium,llm-batch,"names: Arnold Law Firm, ARNOLD LAW FIRM | MDLs: 2051, 3149 | mentions: 2",names: Clayeo C. Arnold A Professional Corporation | MDLs: 3056 | mentions: 1
firm,firm|arnold|arnold clayeo,same,medium,llm-batch,"names: Arnold Law Firm, ARNOLD LAW FIRM | MDLs: 2051, 3149 | mentions: 2","names: Clayeo C. Arnold, APC | MDLs: 3056 | mentions: 1"
firm,firm|arnold|arnold kaye porter scholler,distinct,high,llm-batch,"names: Arnold Law Firm, ARNOLD LAW FIRM | MDLs: 2051, 3149 | mentions: 2",names: Arnold & Porter Kaye Scholler LLP | MDLs: 2724 | mentions: 4
firm,firm|arnold clayeo corp professional|arnold clayeo corporation profession,same,high,llm-batch,"names: Clayeo C. Arnold, A Professional Law Corp. | MDLs: 2994 | mentions: 1","names: Clayeo C. Arnold, A Profession Corporation | MDLs: 3056 | mentions: 1"
firm,firm|arnold clayeo|arnold clayeo corp professional,same,high,llm-batch,"names: Clayeo C. Arnold, A Professional Law Corp. | MDLs: 2994 | mentions: 1","names: Clayeo C. Arnold, APC | MDLs: 3056 | mentions: 1"
firm,firm|arnold clayeo corporation profession|arnold clayeo corporation professional,same,high,llm-batch,"names: Clayeo C. Arnold, A Profession Corporation | MDLs: 3056 | mentions: 1",names: Clayeo C. Arnold A Professional Corporation | MDLs: 3056 | mentions: 1
firm,firm|arnold clayeo|arnold clayeo corporation profession,same,high,llm-batch,"names: Clayeo C. Arnold, A Profession Corporation | MDLs: 3056 | mentions: 1","names: Clayeo C. Arnold, APC | MDLs: 3056 | mentions: 1"
firm,firm|arnold clayeo|arnold clayeo corporation professional,same,high,llm-batch,names: Clayeo C. Arnold A Professional Corporation | MDLs: 3056 | mentions: 1,"names: Clayeo C. Arnold, APC | MDLs: 3056 | mentions: 1"
firm,firm|borgess kranz zoll|kranz zoll,same,high,llm-batch,"names: Zoll, Kranz & Borgess, Zoll Kranz & Borgess, ZOLL, KRANZ & BORGESS LLC | MDLs: 1953, 2197, 2391, 2545 | mentions: 11","names: Zoll & Kranz, LLC, ZOLL & KRANZ, LLC | MDLs: 2197, 3107 | mentions: 2"
firm,firm|archie kirk lamb quetglas wood|wood,unsure,medium,llm-web,names: Quetglas/Archie Lamb/Kirk Wood | MDLs: 1953 | mentions: 3,"names: Wood Law Firm LLC, Wood Law Firm, LLC | MDLs: 1985, 1998, 2595 | mentions: 3"
firm,firm|austin brown sidley wood|wood,distinct,high,llm-batch,"names: Wood Law Firm LLC, Wood Law Firm, LLC | MDLs: 1985, 1998, 2595 | mentions: 3",names: SIDLEY AUSTIN BROWN & WOOD | MDLs: 1431 | mentions: 1
firm,firm|king|king larson,distinct,high,llm-batch,"names: Larson King, LLP, Larson King LLP, Larson-King LLP | MDLs: 1958, 2000, 2247, 2311, 2441, 2471, 2495, 2551, 2724, 2918, 2998, 3031 | mentions: 21",names: King Law | MDLs: 3029 | mentions: 1
firm,firm|daniel king|king,distinct,high,llm-web,"names: The Daniel D. King Law Firm, PLLC | MDLs: 2208 | mentions: 1",names: King Law | MDLs: 3029 | mentions: 1
firm,firm|king|king spalding,distinct,high,llm-batch,"names: KING & SPALDING LLP, King & Spalding, King & Spalding LLP | MDLs: 2915, 2924, 2973, 3111 | mentions: 13",names: King Law | MDLs: 3029 | mentions: 1
firm,firm|hodge king morris|king,distinct,high,llm-batch,names: King Law | MDLs: 3029 | mentions: 1,"names: Morris, King & Hodge P.C. | MDLs: 3108 | mentions: 3"
firm,firm|deering futscher parry sparks|futscher,distinct,low,llm-batch,"names: PARRY DEERING FUTSCHER & SPARKS, P.S.C. | MDLs: 1974 | mentions: 1","names: Futscher Law PLLC, FUTSCHER LAW PLLC | MDLs: 2709 | mentions: 2"
firm,firm|crutcher dunn gibson|curtcher dunn gibson,same,high,llm-batch,"names: Gibson, Dunn & Curtcher LLP | MDLs: 1972 | mentions: 2","names: Gibson, Dunn & Crutcher LLP, Gibson, Dunn & Crutcher LLC, Gibson, Dunn, and Crutcher LLP | MDLs: 2296, 2664, 2836, 2879, 3032, 3071 | mentions: 13"
firm,firm|consumer gibson|curtcher dunn gibson,distinct,high,llm-batch,"names: Gibson, Dunn & Curtcher LLP | MDLs: 1972 | mentions: 2","names: Gibson Consumer Law Group, LLC | MDLs: 2948, 3056 | mentions: 3"
firm,firm|consumer gibson|gibson lindh robb,distinct,high,llm-batch,"names: Gibson Consumer Law Group, LLC | MDLs: 2948, 3056 | mentions: 3",names: Gibson Robb & Lindh LLP | MDLs: 3028 | mentions: 1
firm,firm|consumer gibson|crutcher dunn gibson,distinct,high,llm-batch,"names: Gibson Consumer Law Group, LLC | MDLs: 2948, 3056 | mentions: 3","names: Gibson, Dunn & Crutcher LLP, Gibson, Dunn & Crutcher LLC, Gibson, Dunn, and Crutcher LLP | MDLs: 2296, 2664, 2836, 2879, 3032, 3071 | mentions: 13"
firm,firm|bands bell|bell,distinct,high,llm-batch,names: Bell & Bands PLLC | MDLs: 1968 | mentions: 1,"names: The Bell Law Firm PLLC, The Bell Law Firm, PLLC, THE BELL LAW FIRM | MDLs: 2034, 2187, 2325, 2326, 2327 | mentions: 7"
firm,firm|bands bell|bell legal,distinct,high,llm-batch,names: Bell & Bands PLLC | MDLs: 1968 | mentions: 1,names: Bell Legal Group | MDLs: 2873 | mentions: 4
firm,firm|bell|bell legal,distinct,medium,llm-batch,"names: The Bell Law Firm PLLC, The Bell Law Firm, PLLC, THE BELL LAW FIRM | MDLs: 2034, 2187, 2325, 2326, 2327 | mentions: 7",names: Bell Legal Group | MDLs: 2873 | mentions: 4
firm,firm|bailey cowan heckaman|bailey cowan heckman,same,high,llm-batch,names: Bailey Cowan Heckaman PLLC | MDLs: 3087 | mentions: 5,names: Bailey Cowan Heckman | MDLs: 2885 | mentions: 1
firm,firm|burnett|burnett jr riley,same,high,llm-batch,"names: Burnett Law Firm | MDLs: 2004, 2187, 2325, 2326, 2327, 2387, 2440, 2511, 2885 | mentions: 13","names: LAW OFFICES OF RILEY L. BURNETT, JR. | MDLs: 2187 | mentions: 1"
firm,firm|mellon shelley webster|mellon shelly webster,same,high,llm-batch,"names: MELLON, WEBSTER & SHELLY, Mellon, Webster & Shelly, Mellon,Webster & Shelly | MDLs: 1871, 1995, 2034 | mentions: 5","names: Mellon, Webster & Shelley | MDLs: 1570, 1871 | mentions: 2"
firm,firm|mellon shelly webster|webster,distinct,medium,llm-batch,"names: MELLON, WEBSTER & SHELLY, Mellon, Webster & Shelly, Mellon,Webster & Shelly | MDLs: 1871, 1995, 2034 | mentions: 5",names: The Webster Law Firm | MDLs: 2750 | mentions: 1
firm,firm|mellon shelley webster|webster,distinct,high,llm-batch,"names: Mellon, Webster & Shelley | MDLs: 1570, 1871 | mentions: 2",names: The Webster Law Firm | MDLs: 2750 | mentions: 1
firm,firm|frank piscitelli|piscitelli,same,high,llm-batch,"names: Frank Piscitelli Co., L.P.A. | MDLs: 1998 | mentions: 1","names: The Piscitelli Law Firm, Piscitelli Law Firm, the Piscitelli Law Firm | MDLs: 2220, 2243, 2317, 2324 | mentions: 4"
firm,firm|berger gottlieb|gottlieb,distinct,medium,llm-batch,names: Berger & Gottlieb | MDLs: 2025 | mentions: 1,names: Gottlieb & Associates | MDLs: 2615 | mentions: 1
firm,firm|leary onder peterson shelton|onder,same,high,llm-batch,"names: Onder, Shelton, O'Leary & Peterson, LLC | MDLs: 2023 | mentions: 1","names: Onder Law, LLC | MDLs: 3014 | mentions: 2"
firm,firm|barrett bendesky mongeluzzi saltz|bendesky mongeluzzi saltz,same,high,llm-batch,"names: Saltz, Mongeluzzi, Barrett & Bendesky, P.C., Saltz, Mongeluzzi, Barrett & Bendesky, Saltz Mongeluzzi Barrett & Bendesky, P.C. | MDLs: 2023, 2575, 2654 | ","names: Saltz Mongeluzzi & Bendesky, P.C. | MDLs: 2873 | mentions: 3"
firm,firm|boucher kiesel larson|kiesel,same,high,llm-batch,"names: Kiesel Boucher Larson LLP, Kiesel, Boucher & Larson, LLP, Kiesel Boucher Larson, LLP | MDLs: 1871, 2074, 2314, 2329 | mentions: 5","names: Kiesel Law LLP | MDLs: 2314, 2814 | mentions: 3"
firm,firm|boucher kiesel|boucher kiesel larson,same,high,llm-batch,"names: Kiesel Boucher Larson LLP, Kiesel, Boucher & Larson, LLP, Kiesel Boucher Larson, LLP | MDLs: 1871, 2074, 2314, 2329 | mentions: 5",names: Kiesel Boucher law firm | MDLs: 2330 | mentions: 1
firm,firm|boucher kiesel|kiesel,same,high,llm-batch,"names: Kiesel Law LLP | MDLs: 2314, 2814 | mentions: 3",names: Kiesel Boucher law firm | MDLs: 2330 | mentions: 1
firm,firm|boucher|boucher kiesel larson,distinct,medium,llm-batch,"names: Kiesel Boucher Larson LLP, Kiesel, Boucher & Larson, LLP, Kiesel Boucher Larson, LLP | MDLs: 1871, 2074, 2314, 2329 | mentions: 5","names: Boucher LLP, BOUCHER LLP | MDLs: 2672, 2809 | mentions: 2"
firm,firm|boucher|boucher kiesel,distinct,medium,llm-batch,names: Kiesel Boucher law firm | MDLs: 2330 | mentions: 1,"names: Boucher LLP, BOUCHER LLP | MDLs: 2672, 2809 | mentions: 2"
