MDL,Attorney,Gold_Roles,LLM_Roles,Flag,LLM_Added,LLM_Missed
2775,Todd Mathews,,Settlement,llm_only_not_in_gold,Settlement,
2775,Todd Matthews,Settlement,,gold_only_missed_by_llm,,Settlement
2775,Whitney Butcher,Management,Management,agree,,
2776,Brian Tadtman,Management,Management,agree,,
2776,Danielle Gold,Communications,Communications; Management,llm_added_role,Management,
2776,Ellen Relkin,LeadCounsel; Management,LeadCounsel; Management,agree,,
2776,Holly Dolejsi,LeadCounsel; Management,LeadCounsel; Management,agree,,
2776,Jessica Reynolds,Management,Management,agree,,
2776,Laura Pittner,Management,Management,agree,,
2776,Robert Orlando,Management,Management,agree,,
2777,David Casey,Management; SettlementAdministration,Management,llm_missed_role,,SettlementAdministration
2777,Elizabeth Cabraser,LeadCounsel; SettlementAdministration,LeadCounsel; Management,partial_disagree,Management,SettlementAdministration
2777,Joseph Rice,Management; SettlementAdministration,Management,llm_missed_role,,SettlementAdministration
2777,Joseph W.C. Warren,,Coordination,llm_only_not_in_gold,Coordination,
2777,Leigh Rendé,Coordination,Coordination,agree,,
2777,Lesley Weaver,Management; SettlementAdministration,Management,llm_missed_role,,SettlementAdministration
2777,Lynn Sarko,Management; SettlementAdministration,Management,llm_missed_role,,SettlementAdministration
2777,Rachel Jensen,Management; SettlementAdministration,Management,llm_missed_role,,SettlementAdministration
2777,Roland Tellis,Management; SettlementAdministration,Management,llm_missed_role,,SettlementAdministration
2777,Stacey Slaughter,Management; SettlementAdministration,Management,llm_missed_role,,SettlementAdministration
2777,Steve Berman,Management; SettlementAdministration,Management,llm_missed_role,,SettlementAdministration
2777,W. Daniel,SettlementAdministration,,gold_only_missed_by_llm,,SettlementAdministration
2777,"W. Daniel (“Dee”) Miles, III",,Management,llm_only_not_in_gold,Management,
2777,W. Daniel Miles,Management,,gold_only_missed_by_llm,,Management
2779,Adam M. Moskowitz,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2779,Adam Moskowtiz,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2779,Alexander Robertson,Management,Management,agree,,
2779,Brian Gudmundson,Management,Management,agree,,
2779,Christopher Seeger,LeadCounsel,LeadCounsel,agree,,
2779,Daniel Bryson,Management,Management,agree,,
2779,James Cecchi,Communications,Communications,agree,,
2779,Lance Kalik,Management,Management,agree,,
2779,Lawrence Bathgate,Management,Management,agree,,
2779,Mark Dearman,Management,Management,agree,,
2779,Michael Critchley,Management,Management,agree,,
2779,Steve Berman,LeadCounsel; Management,Management,llm_missed_role,,LeadCounsel
2782,Aimee Wagstaff,Management,Management,agree,,
2782,C. Childers,Management,Management,agree,,
2782,Donald Migliori,LeadCounsel; Management,LeadCounsel; Management,agree,,
2782,Douglass Kreis,Management,Management,agree,,
2782,G. Jackson,LeadCounsel,LeadCounsel,agree,,
2782,Henry Garrard,Communications; LeadCounsel; Management,Communications; LeadCounsel; Management,agree,,
2782,Jaime Theriot,Communications,Communications,agree,,
2782,Jayne Conroy,Management,Management,agree,,
2782,Jon Conlin,Management,Management,agree,,
2782,Karen Beyea-Schroeder,Management,Management,agree,,
2782,Peter Samberg,Management,Management,agree,,
2782,Richard Freese,Management,Management,agree,,
2782,Richard Schulte,Management,Management,agree,,
2782,S. Rumanek,Communications,Communications,agree,,
2782,Shelly Sanford,Management,Management,agree,,
2782,William Gage,LeadCounsel,LeadCounsel,agree,,
2785,Brian Fries,Communications,Communications,agree,,
2785,Damien Marshall,Management,Management,agree,,
2785,Elizabeth Pritzker,ClassCounsel; Management,ClassCounsel; LeadCounsel; Management,llm_added_role,LeadCounsel,
2785,Eric Hochstadt,Management,Management,agree,,
2785,Lynn Sarko,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2785,Mark Lanier,Management,Management,agree,,
2785,Matthew S. Tripolitsiotis,,Management,llm_only_not_in_gold,Management,
2785,Matthew Tripolitsoptos,Management,,gold_only_missed_by_llm,,Management
2785,Paul Geller,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2785,Philip Sechler,Communications,Communications,agree,,
2785,Phillip Sechler,Communications,,gold_only_missed_by_llm,,Communications
2785,Rex Sharp,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2785,Rosemary Rivas,Management,Management,agree,,
2785,Ryan Hudson,Communications,Communications,agree,,
2785,Sharon Almonrode,Management,Management,agree,,
2785,Steven Williams,Management,Management,agree,,
2785,Warren Burns,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2789,Bradley Honnold,Management,Management,agree,,
2789,Buffy Martines,Management,Management,agree,,
2789,Christopher Seeger,LeadCounsel,LeadCounsel,agree,,
2789,Daniel Gallucci,Management,Management,agree,,
2789,Daniel Lapinsky,Management,Management,agree,,
2789,Derriel McCorvey,Management,Management,agree,,
2789,Jennie Anderson,Management,Management,agree,,
2789,Jennifer Hoekstra,Management,Management,agree,,
2789,Joseph Zonies,Management,Management,agree,,
2789,K. Bailey,Management,Management,agree,,
2789,Navan Ward,Management,Management,agree,,
2789,Neil Overholtz,Management,Management,agree,,
2789,Norman Siegel,Management,Management,agree,,
2789,Paul Pennock,Management,Management,agree,,
2789,Roger Denton,Management,Management,agree,,
2789,Seth Katz,Management,Management,agree,,
2789,Shannon Pennock,Management,Management,agree,,
2789,Shayna Sacks,Management,Management,agree,,
2789,Sindhu Daniel,Management,Management,agree,,
2789,Stephanie O’Connor,LeadCounsel,LeadCounsel,agree,,
2789,Tracy Finken,Management,Management,agree,,
2789,Troy Rafferty,Management,Management,agree,,
2792,Arthur Brown,Communications; LeadCounsel,Communications; LeadCounsel,agree,,
2792,Daniel Levin,Management,Management,agree,,
2792,Jason Lichtman,ClassCounsel; LeadCounsel,ClassCounsel; Communications; LeadCounsel,llm_added_role,Communications,
2792,Jayne Goldstein,Management,Management,agree,,
2792,John Zelbst,Management,Management,agree,,
2792,Melissa Weiner,Management,Management,agree,,
2792,Philip Oliss,LeadCounsel,LeadCounsel,agree,,
2792,Robert Green,Management,Management,agree,,
2792,Shanon Carson,Management,Management,agree,,
2792,Stephen Kupperman,Management,Management,agree,,
2792,Stewart Aaron,Communications,Communications,agree,,
2792,Susan Shin,LeadCounsel,LeadCounsel,agree,,
2792,Theile McVey,Management,Management,agree,,
2792,William Federman,ClassCounsel; Communications; LeadCounsel,ClassCounsel; Communications; LeadCounsel,agree,,
2795,None None,,ClassCounsel; Communications; Coordination; LeadCounsel; LocalCounsel; Management,llm_only_not_in_gold,ClassCounsel; Communications; Coordination; LeadCounsel; LocalCounsel; Management,
2795,Anne Regan,,Management,llm_added_role,Management,
2795,Benjamin Meiselas,,LeadCounsel,llm_added_role,LeadCounsel,
2795,Brian Gudmundson,,Communications; LeadCounsel,llm_only_not_in_gold,Communications; LeadCounsel,
2795,Brian Gunmundson,,,gold_only_missed_by_llm,,
2795,Carolyn Anderson,,Communications; LeadCounsel,llm_added_role,Communications; LeadCounsel,
2795,Daniel Hedlund,,Management,llm_added_role,Management,
2795,David M. Aafedt,,Management,llm_only_not_in_gold,Management,
2795,David A. Vogel,,Management,llm_only_not_in_gold,Management,
2795,Douglas P. Lobel,,Management,llm_only_not_in_gold,Management,
2795,François Blaudeau,,Management,llm_added_role,Management,
2795,Hart Robinovitch,,Communications; LeadCounsel,llm_added_role,Communications; LeadCounsel,
2795,James McDonough,,Management,llm_added_role,Management,
2795,Jeffrey M. Gutkin,,Management,llm_only_not_in_gold,Management,
2795,Joseph M. Windler,,Management,llm_only_not_in_gold,Management,
2795,Lori Feldman,,LeadCounsel,llm_added_role,LeadCounsel,
2795,Mark Geragos,,LeadCounsel,llm_added_role,LeadCounsel,
2795,Mark M. O’Mara,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2795,Michelle Looby,Management,Management,agree,,
2795,O'Mara Mark,,,gold_only_missed_by_llm,,
2795,Richard Hagstrom,,Management,llm_added_role,Management,
2795,Roxanne Conlin,,Management,llm_added_role,Management,
2795,William A. McNab,,Management,llm_only_not_in_gold,Management,
2796,Allan Steyer,Management,Management,agree,,
2796,Bruce Simon,LeadCounsel; Management,LeadCounsel; Management,agree,,
2796,Christopher Seeger,Management,Management,agree,,
2796,Elizabeth Pritzker,Management,Management,agree,,
2796,James Martin,Management,Management,agree,,
2796,Kimberly Justice,Management,Management,agree,,
2796,Lesley Weaver,Management,Management,agree,,
2796,Melissa Emert,Management,Management,agree,,
2796,Steven Hart,Management,Management,agree,,
2796,W. Joseph Bruckner,,Management,llm_only_not_in_gold,Management,
2796,Warren Burns,LeadCounsel; Management,LeadCounsel; Management,agree,,
2796,W. Joseph Bruckner,Management,,gold_only_missed_by_llm,,Management
2797,None None,,LeadCounsel; Management,llm_only_not_in_gold,LeadCounsel; Management,
2797,David Casey,Communications,Communications,agree,,
2800,Amy Keller,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2800,Andrew Friedman,Management,Management,agree,,
2800,Ariana Tadler,Management,Management,agree,,
2800,Arthur Murray,Management,Management,agree,,
2800,Brian Bleichner,Management,,gold_only_missed_by_llm,,Management
2800,Brian Gudmondson,Management,Management,agree,,
2800,Bryan L. Bleichner,,Management,llm_only_not_in_gold,Management,
2800,Charles Van Horn,Management,Management,agree,,
2800,Craig Gillen,Coordination,Communications,disjoint,Communications,Coordination
2800,David Worley,ClassCounsel; Coordination,ClassCounsel; Communications,partial_disagree,Communications,Coordination
2800,Eric Gibbs,Management,Management,agree,,
2800,Gary Lynch,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2800,James Pizzirusso,Management,Management,agree,,
2800,Jason Doss,Management,Management,agree,,
2800,John Yanchunis,Management,Management,agree,,
2800,Joseph Bates,Management,Management,agree,,
2800,Joseph Guglielmo,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2800,Karen Halbert,Management,Management,agree,,
2800,Karen Riebel,Management,Management,agree,,
2800,Kenneth Canfield,ClassCounsel; LeadCounsel; Settlement,ClassCounsel; LeadCounsel; Settlement,agree,,
2800,MaryBeth Gibson,Coordination,Communications,disjoint,Communications,Coordination
2800,Norman Siegel,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2800,Ranse Partin,Coordination,Communications,disjoint,Communications,Coordination
2800,Rodney Strong,Coordination,Coordination,agree,,
2800,Roy Barnes,ClassCounsel; Coordination,ClassCounsel; Communications,partial_disagree,Communications,Coordination
2800,Stacey Slaughter,Management,Management,agree,,
2800,William Murphy,Management,Management,agree,,
2801,None None,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2804,Brien O'Connor,Management; Settlement,Settlement,llm_missed_role,,Management
2804,Carole Rendon,Communications,,gold_only_missed_by_llm,,Communications
2804,Charles Lifland,Management; Settlement,Settlement,llm_missed_role,,Management
2804,Chris Seeger,Settlement,Settlement,agree,,
2804,Christopher Seeger,ClassCounsel; Management,ClassCounsel; LeadCounsel,partial_disagree,LeadCounsel,Management
2804,Don Barrett,Management,,gold_only_missed_by_llm,,Management
2804,Donna Welch,Management,,gold_only_missed_by_llm,,Management
2804,Elizabeth Cabraser,Management; Settlement,Settlement,llm_missed_role,,Management
2804,Ellen Relkin,Management,,gold_only_missed_by_llm,,Management
2804,Enu Mainigi,Communications; Management; Settlement,Settlement,llm_missed_role,,Communications; Management
2804,Eric Delinsky,Management,,gold_only_missed_by_llm,,Management
2804,Erin Dickinson,Management,,gold_only_missed_by_llm,,Management
2804,Geoffrey Hobart,Communications; Settlement,Settlement,llm_missed_role,,Communications
2804,Gerard Stranch,ClassCounsel,ClassCounsel,agree,,
2804,Hunter Shkolnik,Management,,gold_only_missed_by_llm,,Management
2804,J. Donohue,Management; Settlement,Settlement,llm_missed_role,,Management
2804,Jack Smith,Settlement,Settlement,agree,,
2804,James Cecchi,Management,,gold_only_missed_by_llm,,Management
2804,James Dugan,Management,,gold_only_missed_by_llm,,Management
2804,James Wooley,Management,,gold_only_missed_by_llm,,Management
2804,James Young,Management,,gold_only_missed_by_llm,,Management
2804,Jayne Conroy,ClassCounsel; Fees,ClassCounsel; Fees; LeadCounsel,llm_added_role,LeadCounsel,
2804,Jennifer Peacock,Settlement,Settlement,agree,,
2804,Joe Rice,Fees; Settlement,Fees; Settlement,agree,,
2804,John Robinson,Management,,gold_only_missed_by_llm,,Management
2804,John Smith,Management,,gold_only_missed_by_llm,,Management
2804,Jonathan Stern,Management; Settlement,Settlement,llm_missed_role,,Management
2804,Joseph Rice,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2804,Louise Renne,ClassCounsel,ClassCounsel,agree,,
2804,Lynn Sarko,Management,,gold_only_missed_by_llm,,Management
2804,Mark Cheffo,Communications; Management,,gold_only_missed_by_llm,,Communications; Management
2804,Mark Filip,Settlement,Settlement,agree,,
2804,Mark Flessner,ClassCounsel,ClassCounsel,agree,,
2804,Mark Lanier,Management,,gold_only_missed_by_llm,,Management
2804,Mark Lynch,Management,,gold_only_missed_by_llm,,Management
2804,Michael Fuller,Management,,gold_only_missed_by_llm,,Management
2804,Paul Farrell,Fees; LeadCounsel,Fees,llm_missed_role,,LeadCounsel
2804,Paul Geller,Management; Settlement,Settlement,llm_missed_role,,Management
2804,Paul Hanly,LeadCounsel; Settlement,Settlement,llm_missed_role,,LeadCounsel
2804,Peter Mougey,Management,,gold_only_missed_by_llm,,Management
2804,Peter Weinberger,Communications; Fees,Fees,llm_missed_role,,Communications
2804,R. Kennedy,Management,,gold_only_missed_by_llm,,Management
2804,Ralph Cascarilla,Communications,,gold_only_missed_by_llm,,Communications
2804,Robert Nicholas,Management; Settlement,Settlement,llm_missed_role,,Management
2804,Roland Tellis,Management,,gold_only_missed_by_llm,,Management
2804,Russell Budd,Settlement,Settlement,agree,,
2804,Ryan Sestack,Management,,gold_only_missed_by_llm,,Management
2804,S. Spencer,Management,,gold_only_missed_by_llm,,Management
2804,Shannon McClure,Communications,,gold_only_missed_by_llm,,Communications
2804,Sheila Birnbaum,Settlement,Settlement,agree,,
2804,Steve Skikos,Communications,,gold_only_missed_by_llm,,Communications
2804,Steven Reed,Management; Settlement,Settlement,llm_missed_role,,Management
2804,Tad O'Neill,Settlement,Settlement,agree,,
2804,Troy Rafferty,Communications; Settlement,Settlement,llm_missed_role,,Communications
2804,Tyler Tarney,Management,,gold_only_missed_by_llm,,Management
2804,Zachary Carter,ClassCounsel,ClassCounsel,agree,,
2807,None None,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2809,Ashley Barriere,Management,Management,agree,,
2809,Daniel Burke,Management,Management,agree,,
2809,Erin Copeland,Coordination; Management,Coordination; Management,agree,,
2809,Frank Petosa,Management,Management,agree,,
2809,Fred Olinde,Management,Management,agree,,
2809,Jennifer Lenze,Management,Management,agree,,
2809,Jennifer Moore,LeadCounsel; Management,LeadCounsel; Management,agree,,
2809,Jerome Prather,Management,Management,agree,,
2809,Kim Loutey,Management,Management,agree,,
2809,Laraclay Parker,Communications,Communications,agree,,
2809,Matthew White,Management,Management,agree,,
2809,Raymond Boucher,Management,Management,agree,,
2809,Steven Teppler,Management,Management,agree,,
2809,Tim Porter,Management,Management,agree,,
2809,Timothy Clark,LeadCounsel; Management,LeadCounsel; Management,agree,,
2809,Yvonne Flaherty,Management,Management,agree,,
2814,None None,,Communications; LeadCounsel,llm_only_not_in_gold,Communications; LeadCounsel,
2816,Jaime Jackson,Coordination,Coordination,agree,,
2816,James Goslee,Coordination,Coordination,agree,,
2816,James Ward,Management,Management,agree,,
2816,Karen Lorenzen,Management,Management,agree,,
2816,Matt Schultz,Management,Management,agree,,
2816,Michael Johnson,Management,Management,agree,,
2816,Regan Safier,Coordination,Coordination,agree,,
2816,Roopal Luhana,Management,Management,agree,,
2816,Sol Weiss,Communications; LeadCounsel,Communications; LeadCounsel,agree,,
2816,Steven Sanford,Management,Management,agree,,
2817,Daniel Hedlund,Management,Management,agree,,
2817,Derek Ho,LeadCounsel,LeadCounsel,agree,,
2817,Frank Richter,Management,Management,agree,,
2817,James Barz,Management,Management,agree,,
2817,Leonard Bellavia,Management,Management,agree,,
2817,Michelle Looby,Management,Management,agree,,
2817,Peggy Wedgworth,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2817,Robert Clifford,Communications,Communications,agree,,
2817,Samuel Isaacharoff,,Coordination,llm_only_not_in_gold,Coordination,
2817,Samuel Issacharoff,Coordination,Coordination,agree,,
2818,Annika Martin,LeadCounsel,LeadCounsel,agree,,
2818,Bryan Clobes,LeadCounsel,LeadCounsel,agree,,
2818,E. Powell Miller,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2818,E. Powell Miller,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2818,Joseph Sauder,LeadCounsel,LeadCounsel,agree,,
2819,None None,,ClassCounsel; Communications; LeadCounsel; Management,llm_only_not_in_gold,ClassCounsel; Communications; LeadCounsel; Management,
2819,Barry Taus,ClassCounsel; Management,ClassCounsel; Management,agree,,
2819,Dan Drachler,Communications,ClassCounsel; Communications,llm_added_role,ClassCounsel,
2819,David Sorensen,ClassCounsel; Management,ClassCounsel; Management,agree,,
2819,Dena Sharp,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2819,Dianne Nast,ClassCounsel; Management,ClassCounsel; Management,agree,,
2819,Ellen Meriwether,Management,ClassCounsel; Management,llm_added_role,ClassCounsel,
2819,Eric Fastiff,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2819,John Radice,ClassCounsel; Management,ClassCounsel; Management,agree,,
2819,Joseph Saveri,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2819,Joseph Vanek,ClassCounsel; Management,ClassCounsel; Management,agree,,
2819,Kristen Johnson,Coordination; LeadCounsel,ClassCounsel; Communications; LeadCounsel,partial_disagree,ClassCounsel; Communications,Coordination
2819,Linda Nussbaum,ClassCounsel; Management,ClassCounsel; Management,agree,,
2819,Michael Roberts,ClassCounsel; Management,ClassCounsel; Management,agree,,
2819,Peter Kohn,ClassCounsel; Management,ClassCounsel; Management,agree,,
2819,Renae Steiner,Management,ClassCounsel; Management,llm_added_role,ClassCounsel,
2819,Robert Kaplan,ClassCounsel; Management,ClassCounsel; Management,agree,,
2819,Thomas Sobol,ClassCounsel; Coordination; LeadCounsel; Settlement,ClassCounsel; Communications; LeadCounsel,partial_disagree,Communications,Coordination; Settlement
2820,None None,,Communications,llm_only_not_in_gold,Communications,
2820,Bev Randles,Management,,gold_only_missed_by_llm,,Management
2820,Beverly T. (Bev) Randles,,Management,llm_only_not_in_gold,Management,
2820,Charles Zimmerman,Management,Management,agree,,
2820,Don Downing,ClassCounsel; Communications; Management,ClassCounsel; Communications; LeadCounsel; Management,llm_added_role,LeadCounsel,
2820,Hart Robinovitch,Management,,gold_only_missed_by_llm,,Management
2820,James Bilsborrow,Management,Management,agree,,
2820,Paul Byrd,Management,Management,agree,,
2820,Paul Lesko,Management,Management,agree,,
2820,Rene Rocha,Management,Management,agree,,
2820,Richard Paul,Management,Management,agree,,
2820,Scott Poynter,Management,Management,agree,,
2827,Alexandra Steele,Management,Management,agree,,
2827,Amy Keller,Management; Motions,Management; Motions,agree,,
2827,Anthony Fata,Management; Settlement,Management; Settlement,agree,,
2827,Anthony Simon,Management,Management,agree,,
2827,Archie Grubb,Management,Management,agree,,
2827,Ariana Tadler,Discovery; Management,Discovery; Management,agree,,
2827,Ben Barnow,Management; Settlement,Management; Settlement,agree,,
2827,Bradford Lear,Management,Management,agree,,
2827,Charles Schaffer,Discovery; Management,Discovery; Management,agree,,
2827,Christopher Ridout,Management,Discovery; Management,llm_added_role,Discovery,
2827,Cristopher Ridout,Discovery,,gold_only_missed_by_llm,,Discovery
2827,Daniel Mullian,Management,,gold_only_missed_by_llm,,Management
2827,Daniel Mulligan,,Management,llm_only_not_in_gold,Management,
2827,Derek Howard,Management,Coordination; Management,llm_added_role,Coordination,
2827,Doug McNamara,,Expert; Management,llm_only_not_in_gold,Expert; Management,
2827,Douglass McNamara,Management,,gold_only_missed_by_llm,,Management
2827,Eli Greenstein,Management,Coordination; Management,llm_added_role,Coordination,
2827,Gary Graifman,Management,Management,agree,,
2827,Gayle Blatt,Discovery; Management,Discovery; Management,agree,,
2827,Geoffrey Rushing,Discovery; Management,Discovery; Management,agree,,
2827,Gordan Fauth,Management,,gold_only_missed_by_llm,,Management
2827,"Gordon M. Fauth, Jr.",,Management,llm_only_not_in_gold,Management,
2827,Greenstein Eli,Communications,,gold_only_missed_by_llm,,Communications
2827,Howard Derek,Communications,,gold_only_missed_by_llm,,Communications
2827,James Vlahakis,Management,Management,agree,,
2827,Jason Barnes,Management,Management,agree,,
2827,Jeffery Squire,Management,,gold_only_missed_by_llm,,Management
2827,Jeffrey Squire,,Management,llm_only_not_in_gold,Management,
2827,Joseph Cotchett,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2827,Joshua Eggnatz,Management,Management,agree,,
2827,Karen Swope,Discovery; Management,,gold_only_missed_by_llm,,Discovery; Management
2827,Karin Swope,,Discovery; Management,llm_only_not_in_gold,Discovery; Management,
2827,Kathleen Herkenhoff,Management; Motions,Management; Motions,agree,,
2827,Kenneth Johnston,Management,Coordination; Management,llm_added_role,Coordination,
2827,Kyle McGee,Management,Coordination; Management,llm_added_role,Coordination,
2827,Laurence King,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2827,Mark Dearman,Management,Management,agree,,
2827,McNamara Douglass,Expert,,gold_only_missed_by_llm,,Expert
2827,Melissa Emert,Discovery; Management,Discovery; Management,agree,,
2827,Phong Tran,Management,Management,agree,,
2827,Richard Wayne,Management,Management,agree,,
2827,Rosemary Rivas,Discovery; Management,Discovery; Management,agree,,
2827,Scott Cole,Management,Management,agree,,
2827,Stanley Bernstein,Management; Trial,Management; Trial,agree,,
2827,Stephen Rosenthal,Expert; Management,Expert; Management,agree,,
2827,Timothy Blood,Discovery; Management,Discovery; Management,agree,,
2827,Tina Wolfson,Discovery; Management,Discovery; Management,agree,,
2827,Todd Garber,Management; Trial,Management; Trial,agree,,
2828,Adam Levitt,Management,Management,agree,,
2828,Charles Schaffer,Management,Management,agree,,
2828,Christopher Seeger,LeadCounsel,LeadCounsel,agree,,
2828,Gayle  Blatt,Management,Management,agree,,
2828,Jennifer Joost,Management,Management,agree,,
2828,Jennifer Wagner,Communications,Communications,agree,,
2828,Melissa Emert,Management,Management,agree,,
2828,Richard Hagstrom,Management,Management,agree,,
2828,Rosemary Rivas,LeadCounsel,LeadCounsel,agree,,
2828,Steve D. Larson,,Communications,llm_only_not_in_gold,Communications,
2828,Steven Larson,Communications,,gold_only_missed_by_llm,,Communications
2828,Stuart Davidson,Management,Management,agree,,
2833,Brandon Wise,Management,Management,agree,,
2833,Brian Bleichner,Management,,gold_only_missed_by_llm,,Management
2833,Brian Douchet,Management,,gold_only_missed_by_llm,,Management
2833,Brian Gudmundson,Management,Management,agree,,
2833,Bryan L. Bleichner,,Management,llm_only_not_in_gold,Management,
2833,Gary Lynch,LeadCounsel,LeadCounsel,agree,,
2833,Karen Riebel,Management,Management,agree,,
2833,Laura Mummert,ClassCounsel; LeadCounsel,LeadCounsel,llm_missed_role,,ClassCounsel
2833,Roland St. Louis,Management,Management,agree,,
2833,Troy J. Doucet,,Management,llm_only_not_in_gold,Management,
2836,None None,,ClassCounsel; Communications; LeadCounsel,llm_only_not_in_gold,ClassCounsel; Communications; LeadCounsel,
2836,Alan Rashkind,LocalCounsel,LocalCounsel,agree,,
2836,Buchman Michael,ClassCounsel; LeadCounsel,,gold_only_missed_by_llm,,ClassCounsel; LeadCounsel
2836,Craig Reilly,LocalCounsel,LocalCounsel,agree,,
2836,James Cales,LocalCounsel,LocalCounsel,agree,,
2836,James Fee,LocalCounsel,LocalCounsel,agree,,
2836,Jay Lefkowitz,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2836,Kristen Johnson,ClassCounsel; LeadCounsel; Management; Settlement,ClassCounsel; LeadCounsel,llm_missed_role,,Management; Settlement
2836,Marvin Miller,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2836,Michael M. Buchman,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2836,Philip Jay Lefkowitz,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2836,Samuel G. Liversidge,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2836,Scott Perwin,LeadCounsel,LeadCounsel,agree,,
2836,Stephen Noona,LocalCounsel,LocalCounsel,agree,,
2836,Steven Reed,LeadCounsel,LeadCounsel,agree,,
2836,Thomas Sobol,ClassCounsel; LeadCounsel; Management; Settlement,ClassCounsel; LeadCounsel,llm_missed_role,,Management; Settlement
2836,William Monroe,LocalCounsel; Management,LocalCounsel,llm_missed_role,,Management
2841,Janet Varnell,Management,Management,agree,,
2841,Jessica Sleater,Management,Management,agree,,
2841,John Yanchunis,Management,Management,agree,,
2841,Julie Kane,Communications; LeadCounsel,Communications; LeadCounsel,agree,,
2842,Mr. Bunge,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2842,Ms. Clerkin,,Management,llm_only_not_in_gold,Management,
2842,Mr. Frederick,,Management,llm_only_not_in_gold,Management,
2842,Ms. Justice,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2842,Mr. Nirmul,,LeadCounsel; Management,llm_only_not_in_gold,LeadCounsel; Management,
2842,Ms. Scherrer,,Management,llm_only_not_in_gold,Management,
2842,David Frederick,Management,Management,agree,,
2842,Erin Durba,Management,Management,agree,,
2842,Hilary Scherrer,Management,Management,agree,,
2842,Jonathan Bunge,LeadCounsel,LeadCounsel,agree,,
2842,Kimberly Justice,LeadCounsel,LeadCounsel,agree,,
2842,Michelle Clerkin,Management,Management,agree,,
2842,Sharan Nirmul,LeadCounsel; Management,LeadCounsel; Management,agree,,
2843,None None,,Discovery,llm_only_not_in_gold,Discovery,
2843,Derek Loeser,LeadCounsel,LeadCounsel,agree,,
2843,Lesley Waver,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2843,Lesley Weaver,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2846,Andrea Giovannone,Management,Management,agree,,
2846,Bert Greenwell,,Management,llm_only_not_in_gold,Management,
2846,Bradley Leger,Management,Management,agree,,
2846,C. Vaughn,Management,Management,agree,,
2846,David Buchanan,Management,Management,agree,,
2846,David Butler,Communications; Management,Communications; Management,agree,,
2846,Eric L. Alexander,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2846,Howard Nations,Management,Management,agree,,
2846,Jonathen D. Orent,,SettlementAdministration,llm_only_not_in_gold,SettlementAdministration,
2846,Kelsey Stokes,LeadCounsel; Management,LeadCounsel; Management; SettlementAdministration,llm_added_role,SettlementAdministration,
2846,Lauren Godshall,Management,Management,agree,,
2846,Marwan Porter,Management,Management,agree,,
2846,Michael Bradley,Management,Management,agree,,
2846,Michael K. Brown,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2846,Michael London,Management,Management,agree,,
2846,Nicholas Farnolo,Management,Management,agree,,
2846,Robert Kinsman,Management,Management,agree,,
2846,Roger Denton,Management,Management,agree,,
2846,Steven Babin,Management,Management,agree,,
2846,Timothy O'Brien,LeadCounsel; Management,LeadCounsel; Management,agree,,
2846,Troy Brenes,Management,Management,agree,,
2846,"William D. Kloss, Jr.",,Communications,llm_only_not_in_gold,Communications,
2848,Adam Funk,Management,,gold_only_missed_by_llm,,Management
2848,Brian Beckcom,Management,,gold_only_missed_by_llm,,Management
